11/09/2000 Kansas                  99 UCLA                    98 N New York, NY
01/17/2001 Army                    81 Lehigh                  89
01/17/2001 Lafayette               67 Navy                    89
01/17/2001 NC Greensboro           67 North Carolina A&T      65
01/17/2001 Loyola (MD)             68 St. Peter's             74
01/17/2001 Mississippi             63 Alabama                 82
01/17/2001 Oklahoma St.            76 Baylor                  65
01/17/2001 South Florida           68 Marquette               72
01/17/2001 Purdue                  67 Minnesota               70
01/17/2001 Tulane                  66 Mississippi St.         83
01/17/2001 Illinois                63 Northwestern            49
01/17/2001 TCU                     66 Tulsa                   82
01/17/2001 Morris Brown            64 Bethune Cookman         74
01/17/2001 Centenary               44 LSU                     85
01/17/2001 Auburn                  72 Arkansas                82
01/17/2001 UAB                     83 Cincinnati              90
01/17/2001 Illinois St.            68 Drake                   77
01/17/2001 Valdosta St.            51 South Alabama           77
01/17/2001 Eastern Michigan        52 Northern Illinois       58
01/17/2001 Creighton               67 SW Missouri St.         74
01/17/2001 Charlotte               73 DePaul                  62
01/17/2001 Indiana St.             77 Evansville              66
01/17/2001 Nebraska                62 Kansas                  84
01/17/2001 Wake Forest             71 Maryland                81
01/17/2001 Texas                   76 Texas A&M               58
01/17/2001 Portland                57 Gonzaga                 81
01/17/2001 Pepperdine              81 Loyola Marymount        65
01/17/2001 California              58 Stanford                84
01/18/2001 New Orleans             78 North Texas             60
01/18/2001 Cal Poly-SLO            76 Pacific                 86
01/18/2001 Belmont                 82 Loyola Chicago          91
01/18/2001 St. Louis               63 Memphis                 72
01/18/2001 Washington              72 Oregon                  71
01/18/2001 Michigan                61 Ohio St.                78
01/18/2001 Rider                   83 Canisius                85
01/18/2001 Jacksonville            62 Florida Atlantic        71
01/18/2001 Chicago St.             60 Oakland                 76
01/18/2001 Western Illinois        71 Youngstown St.          84
01/18/2001 Georgia St.             87 Mercer                  81
01/18/2001 Dayton                  57 Massachusetts           62
01/18/2001 Louisiana Lafayette     61 Southern Mississippi    76
01/18/2001 Denver                  59 Middle Tennessee St.    57
01/18/2001 Louisiana Tech          47 Western Kentucky        55
01/18/2001 Wright St.              43 Wisconsin Milwaukee     56
01/18/2001 Arkansas St.            50 Arkansas Little Rock    53
01/18/2001 IUPUI                   78 Oral Roberts            72
01/18/2001 Campbell                71 Troy St.                89
01/18/2001 Eastern Kentucky        60 Tennessee Martin        71
01/18/2001 UCLA                    91 Arizona St.             83
01/18/2001 Tennessee Tech          86 Austin Peay             74
01/18/2001 Morehead St.            62 Murray St.              83
01/18/2001 Texas Arlington         83 McNeese St.             87
01/18/2001 Rice                    54 Southern Methodist      72
01/18/2001 Montana                 69 Idaho St.               97
01/18/2001 Eastern Washington      72 Northern Arizona        65
01/18/2001 Valparaiso              66 Southern Utah           70
01/18/2001 San Francisco           61 San Diego               86
01/18/2001 Boise St.               71 Cal Irvine              76
01/18/2001 Washington St.          62 Oregon St.              67
01/18/2001 Montana St.             81 Weber St.               94
01/18/2001 Portland St.            83 Cal St. Northridge     103
01/18/2001 Southern California     58 Arizona                 71
01/18/2001 St. Mary's (CA)         67 Santa Clara             90
01/18/2001 Long Beach St.          76 Cal Santa Barbara       75
01/19/2001 Fairleigh Dickinson     72 Quinnipiac              73
01/19/2001 Cal Riverside           90 Cal St. Sacramento      88
01/19/2001 Maine                   83 Drexel                  88
01/19/2001 New Hampshire           70 Hofstra                 75
01/19/2001 Monmouth (NJ)           62 Central Connecticut     72
01/19/2001 Siena                   80 St. Peter's             77
01/19/2001 Brown                   61 Yale                    66
01/20/2001 Portland St.            62 Northern Arizona        90
01/20/2001 South Florida           69 California              79
01/20/2001 Chicago St.             68 Youngstown St.          71
01/20/2001 Indiana                 74 Minnesota               78
01/20/2001 Cincinnati              62 St. Louis               71
01/20/2001 Baylor                  66 Texas                   73
01/20/2001 East Carolina           74 American                64
01/20/2001 Utah                    77 Wyoming                 78
01/20/2001 Robert Morris           76 St. Francis (NY)        82
01/20/2001 Texas A&M Corpus Chris 116 Belmont                117
01/20/2001 Oklahoma                64 Kansas St.              63
01/20/2001 SW Texas St.            79 Louisiana Monroe        91
01/20/2001 San Jose St.            64 Hawaii                  65
01/20/2001 Hampton                 80 North Carolina A&T      82
01/20/2001 Villanova               70 St. John's (NY)         82
01/20/2001 St. Joseph's (PA)       73 Xavier (OH)             86
01/20/2001 Duke                    98 Georgia Tech            77
01/20/2001 Ball St.                62 Bowling Green           59
01/20/2001 Vermont                 54 Boston University       58
01/20/2001 Hartford                80 Northeastern            85
01/20/2001 Wofford                 62 College of Charleston   64
01/20/2001 Western Carolina        75 Appalachian St.         87
01/20/2001 Vanderbilt              63 Florida                 61
01/20/2001 UCLA                    63 Arizona                 88
01/20/2001 Kentucky                55 Mississippi             65
01/20/2001 Iowa St.                60 Nebraska                59
01/20/2001 Rutgers                 51 Boston College          77
01/20/2001 Temple                  64 DePaul                  65
01/20/2001 Marshall                67 Kent St.                89
01/20/2001 Missouri                72 Virginia                85
01/20/2001 Providence              75 Virginia Tech           60
01/20/2001 Manhattan               74 Iona                    84
01/20/2001 St. Francis (PA)        66 Long Island             75
01/20/2001 Rider                   90 Niagara                 83
01/20/2001 Detroit                 67 Cleveland St.           69
01/20/2001 George Washington       75 Fordham                 80 n New York, NY
01/20/2001 Penn St.                60 Illinois                92
01/20/2001 Charlotte               74 Marquette               71
01/20/2001 Furman                  47 East Tennessee St.      66
01/20/2001 Stetson                 85 Florida Atlantic        73
01/20/2001 Jacksonville St.        61 Samford                 68
01/20/2001 Navy                    71 Holy Cross              80
01/20/2001 Mississippi St.         79 Tennessee               84
01/20/2001 Colorado                88 Texas Tech              71
01/20/2001 Toledo                  67 Northern Illinois       69
01/20/2001 Army                    59 Bucknell                73
01/20/2001 Lehigh                  79 Colgate                 86
01/20/2001 Pennsylvania            82 Lafayette               74
01/20/2001 North Carolina          80 Florida St.             70
01/20/2001 Loyola Chicago          63 Illinois Chicago        83
01/20/2001 Texas A&M               70 Kansas                 100
01/20/2001 Connecticut             74 Miami (FL)              77
01/20/2001 High Point              47 Charleston Southern     59
01/20/2001 Bethune Cookman         53 Delaware St.            62
01/20/2001 George Mason            86 Fairfield               95
01/20/2001 Morgan St.              72 Howard                  76
01/20/2001 Norfolk St.             63 South Carolina St.      71
01/20/2001 Akron                   67 Ohio                    85
01/20/2001 Northwestern            59 Purdue                  78
01/20/2001 Texas San Antonio       81 Northwestern St.        74
01/20/2001 SE Louisiana            59 Sam Houston St.         56
01/20/2001 Alabama                 58 Arkansas                87
01/20/2001 Southern California     77 Arizona St.             58
01/20/2001 Washington St.          66 Oregon                  81
01/20/2001 Western Illinois        74 Oakland                 83
01/20/2001 Central Michigan        60 Eastern Michigan        51
01/20/2001 Pittsburgh              70 Georgetown              66
01/20/2001 NC Wilmington           61 James Madison           60
01/20/2001 Duquesne                69 Massachusetts           80 n Springfield, MA
01/20/2001 Buffalo                 42 Miami (OH)              74
01/20/2001 Wagner                  73 MD Baltimore County     91
01/20/2001 Chattanooga             83 NC Greensboro           84
01/20/2001 Morehead St.            63 Tennessee Martin        61
01/20/2001 Georgia St.             67 Troy St.                74
01/20/2001 Liberty                 63 Winthrop                76
01/20/2001 Campbell                60 Mercer                  78
01/20/2001 Columbia                35 Cornell                 41
01/20/2001 Arkansas St.            58 Florida International   56
01/20/2001 William & Mary          60 Richmond                57
01/20/2001 Auburn                  60 South Carolina          57
01/20/2001 Jacksonville            58 Central Florida         54
01/20/2001 Albany (NY)             76 Dartmouth               88
01/20/2001 VMI                     60 Davidson                68
01/20/2001 The Citadel             69 Georgia Southern        88
01/20/2001 Loyola (MD)             52 Marist                  60
01/20/2001 Coppin St.              73 MD Eastern Shore        59
01/20/2001 Sacred Heart            68 Mount St. Mary's        73
01/20/2001 Radford                 75 NC Asheville            83
01/20/2001 VA Commonwealth         65 Old Dominion            77
01/20/2001 Elon                    60 Coastal Carolina        75
01/20/2001 Houston                 68 Memphis                 72
01/20/2001 Arkansas Little Rock    77 Middle Tennessee St.    56
01/20/2001 New Mexico              44 Stanford                75
01/20/2001 Rice                    73 TCU                     66
01/20/2001 UAB                     76 Tulane                  66
01/20/2001 Butler                  60 Wisconsin Milwaukee     51
01/20/2001 Texas Southern          69 Arkansas Pine Bluff     54
01/20/2001 Nicholls St.            77 Lamar                   79
01/20/2001 Valparaiso              74 Missouri Kansas City    61
01/20/2001 Eastern Kentucky        66 Murray St.              95
01/20/2001 Delaware                67 Towson                  64
01/20/2001 Northern Iowa           63 Drake                   65
01/20/2001 Evansville              60 Illinois St.            64
01/20/2001 Michigan                70 Iowa                    69
01/20/2001 Indiana St.             65 Southern Illinois       68
01/20/2001 North Texas             68 Louisiana Lafayette     86
01/20/2001 Creighton               56 Wichita St.             52
01/20/2001 Louisiana Tech          63 Centenary               74
01/20/2001 SE Missouri St.         71 Eastern Illinois        83
01/20/2001 Alcorn St.              71 Alabama A&M             75
01/20/2001 Southern                59 Alabama St.             80
01/20/2001 Jackson St.             66 Grambling               53
01/20/2001 Stephen F. Austin       51 McNeese St.             74
01/20/2001 Prairie View A&M        66 Mississippi Valley St.  78
01/20/2001 Tennessee Tech          86 Tennessee St.           90
01/20/2001 Brigham Young           55 Colorado St.            60
01/20/2001 New Orleans             44 Denver                  42
01/20/2001 Tulsa                   87 Texas El Paso           75
01/20/2001 Boise St.               64 Utah St.                82
01/20/2001 Montana St.             83 Idaho St.               62
01/20/2001 IUPUI                   74 Southern Utah           86
01/20/2001 Loyola Marymount        54 Pepperdine              75
01/20/2001 Gonzaga                 77 Portland                72
01/20/2001 St. Mary's (CA)         58 San Diego               80
01/20/2001 Air Force               43 San Diego St.           67
01/20/2001 Cal Irvine              62 Cal St. Fullerton       54
01/20/2001 Cal Santa Barbara       67 Idaho                   68
01/20/2001 Fresno St.              72 Nevada                  69
01/20/2001 Washington              56 Oregon St.              63
01/20/2001 Eastern Washington      88 Cal St. Northridge      75
01/20/2001 Montana                 69 Weber St.               80
01/20/2001 San Francisco           82 Santa Clara             89
01/20/2001 Cal Poly-SLO            75 Long Beach St.          89
01/20/2001 St. Gregory's           58 Oklahoma St.            74
01/21/2001 Canisius                82 Siena                   89
01/21/2001 New Hampshire           74 Drexel                  89
01/21/2001 West Virginia           61 Notre Dame              78
01/21/2001 LSU                     63 Georgia                 68
01/21/2001 Maine                   62 Hofstra                 67
01/21/2001 Ohio St.                56 Michigan St.            71
01/21/2001 Clemson                 63 Wake Forest             71
01/21/2001 Rhode Island            55 St. Bonaventure         91
01/21/2001 Bradley                 47 SW Missouri St.         63
01/21/2001 Maryland                75 North Carolina St.      61
01/21/2001 Syracuse                65 Seton Hall              77
01/21/2001 La Salle                43 Dayton                  62
01/21/2001 New Mexico St.          63 South Alabama           72
01/21/2001 Fairleigh Dickinson     80 Central Connecticut     86
01/21/2001 Louisville              60 Southern Mississippi    69
01/22/2001 Troy St.                85 Stetson                 83
01/22/2001 Miami (FL)              63 St. John's (NY)         67
01/22/2001 Elon                    68 Charleston Southern     65
01/22/2001 Hartford                42 Boston University       69
01/22/2001 Samford                 76 Campbell                61
01/22/2001 The Citadel             67 College of Charleston   74
01/22/2001 East Carolina           62 George Mason           104
01/22/2001 Robert Morris           79 Long Island             87
01/22/2001 Western Michigan        50 Miami (OH)              77
01/22/2001 Wofford                 56 NC Greensboro           80
01/22/2001 Georgia Southern        65 Western Carolina        88
01/22/2001 St. Francis (PA)        75 St. Francis (NY)        98
01/22/2001 Texas A&M Corpus Chris  67 Winthrop                64
01/22/2001 Vermont                 68 Northeastern            79
01/22/2001 SE Missouri St.         82 Morris Brown            63
01/22/2001 Fairfield               71 Manhattan               85
01/22/2001 Coppin St.              57 Howard                  68
01/22/2001 Hampton                 68 South Carolina St.      72
01/22/2001 Sacred Heart            63 MD Baltimore County     80
01/22/2001 Wagner                  81 Mount St. Mary's        68
01/22/2001 Morgan St.              72 MD Eastern Shore        83
01/22/2001 NC Wilmington           55 VA Commonwealth         70
01/22/2001 SW Texas St.            70 Northwestern St.        76
01/22/2001 Norfolk St.             72 North Carolina A&T      75
01/22/2001 Mercer                  69 Jacksonville            72
01/22/2001 American                51 Bucknell                61
01/22/2001 Albany (NY)             66 Columbia                78
01/22/2001 Marist                  69 Iona                    81
01/22/2001 Florida A&M             57 Delaware St.            74
01/22/2001 High Point              67 Coastal Carolina        71
01/22/2001 Prairie View A&M        78 Arkansas Pine Bluff     61
01/22/2001 SE Louisiana            46 Lamar                   74
01/22/2001 Nicholls St.            74 Sam Houston St.         70
01/22/2001 Texas San Antonio       76 Louisiana Monroe        62
01/22/2001 Furman                  49 Chattanooga             55
01/22/2001 Belmont                 80 Centenary               85
01/22/2001 Butler                  68 Wisconsin Green Bay     69
01/22/2001 Southern                52 Alabama A&M             63
01/22/2001 Texas Southern          62 Mississippi Valley St.  87
01/22/2001 Alcorn St.              52 Alabama St.             64
01/22/2001 Brigham Young           78 Wyoming                 85
01/22/2001 Utah                    65 Colorado St.            73
01/22/2001 Kansas                  85 Colorado                75
01/22/2001 Southern Methodist      69 Texas El Paso           83
01/22/2001 Texas Arlington         70 Stephen F. Austin       59
01/22/2001 Pacific                 62 Idaho                   61
01/22/2001 New Mexico              72 UNLV                    80
01/23/2001 Jacksonville St.        52 Georgia St.             76
01/23/2001 Purdue                  55 Indiana                 66
01/23/2001 Northern Illinois       63 Ohio                    91
01/23/2001 Penn St.                90 Yale                    75
01/23/2001 Drake                   61 Indiana St.             72
01/23/2001 Temple                  90 Fordham                 72
01/23/2001 Syracuse                60 Notre Dame              74
01/23/2001 Pittsburgh              61 Providence              77
01/23/2001 Florida Atlantic        79 Central Florida         89
01/23/2001 Appalachian St.         78 Davidson                68
01/23/2001 NC Asheville            59 Liberty                 52
01/23/2001 Austin Peay             74 Murray St.              76
01/23/2001 Kentucky                60 Alabama                 70
01/23/2001 George Washington       77 Duquesne                75
01/23/2001 Long Beach St.          69 Cal Riverside           64
01/24/2001 Richmond                60 American                59
01/24/2001 Marshall                77 Ball St.                72
01/24/2001 Georgia Tech           111 Clemson                108
01/24/2001 Kent St.                79 Eastern Michigan        51
01/24/2001 Akron                   56 Miami (OH)              46
01/24/2001 Virginia                81 North Carolina          88
01/24/2001 West Virginia           67 Rutgers                 64
01/24/2001 Rhode Island            67 St. Joseph's (PA)       82
01/24/2001 Pikeville               85 Chattanooga            101
01/24/2001 Central Michigan        71 Toledo                  61
01/24/2001 Buffalo                 72 Western Michigan        90
01/24/2001 James Madison           58 William & Mary          71
01/24/2001 Lehigh                  74 Pennsylvania            87
01/24/2001 Winthrop                54 Radford                 59
01/24/2001 Brown                   59 Stony Brook             79
01/24/2001 East Tennessee St.      74 VMI                     60
01/24/2001 Navy                    95 Army                    89
01/24/2001 Dartmouth               72 Albany (NY)             58
01/24/2001 Quinnipiac              77 Sacred Heart            87
01/24/2001 Bucknell                62 Colgate                 63
01/24/2001 Florida                 65 Auburn                  63
01/24/2001 Charlotte               61 UAB                     81
01/24/2001 Iowa                    87 Minnesota               74
01/24/2001 LSU                     82 Mississippi St.         73
01/24/2001 Michigan St.            74 Northwestern            58
01/24/2001 Texas A&M               64 Oklahoma St.            76
01/24/2001 Houston                 51 Southern Mississippi    72
01/24/2001 Memphis                 91 Tulane                  69
01/24/2001 Georgia                 82 Vanderbilt              73
01/24/2001 Holy Cross              67 Lafayette               82
01/24/2001 Grambling               95 TCU                    120
01/24/2001 Florida International   59 Arkansas Little Rock    65
01/24/2001 Southern Illinois       54 Bradley                 57
01/24/2001 Louisville              63 Cincinnati              54
01/24/2001 SW Missouri St.         62 Illinois St.            63
01/24/2001 Missouri                79 Nebraska                85
01/24/2001 Wichita St.             50 Northern Iowa           62
01/24/2001 Marquette               73 St. Louis               64
01/24/2001 New Mexico St.          85 North Texas             71
01/24/2001 Delta St.               84 Mississippi Valley St.  88
01/24/2001 Creighton               52 Evansville              61
01/24/2001 Villanova               70 Connecticut             59
01/24/2001 Wake Forest             62 Duke                    85
01/24/2001 Texas                   68 Oklahoma                75
01/24/2001 Ohio St.                42 Wisconsin               57
01/24/2001 Texas Pan American      66 Air Force               60
01/24/2001 Cal St. Sacramento      57 Eastern Washington      67
01/24/2001 Arizona St.             75 Arizona                 86
01/25/2001 Youngstown St.         116 Western Illinois       121
01/25/2001 North Carolina St.      84 Florida St.             81
01/25/2001 Towson                  77 Maine                   87
01/25/2001 California              75 Washington St.          71
01/25/2001 Illinois Chicago        69 Butler                  76
01/25/2001 Massachusetts           62 La Salle                58
01/25/2001 Illinois                55 Michigan                51
01/25/2001 Loyola Chicago          76 Wright St.              93
01/25/2001 Valparaiso              77 Chicago St.             71
01/25/2001 Delaware                88 New Hampshire           74
01/25/2001 Manhattan               82 Siena                   72
01/25/2001 Monmouth (NJ)           80 St. Francis (NY)        86
01/25/2001 Wisconsin Green Bay     72 Cleveland St.           76
01/25/2001 Wisconsin Milwaukee     51 Detroit                 54
01/25/2001 UNLV                    62 Georgetown              79
01/25/2001 Niagara                 88 St. Peter's             84
01/25/2001 Eastern Illinois        88 Morehead St.            85
01/25/2001 Dayton                  51 St. Bonaventure         66
01/25/2001 Rider                   56 Marist                  61
01/25/2001 Loyola (MD)             41 Iona                    59
01/25/2001 Oakland                 67 IUPUI                   68
01/25/2001 Old Dominion            69 Norfolk St.             62
01/25/2001 Baylor                  51 Iowa St.                72
01/25/2001 Middle Tennessee St.    55 Louisiana Tech          75
01/25/2001 South Alabama           60 New Orleans             73
01/25/2001 Arkansas St.            61 Western Kentucky        79
01/25/2001 Hawaii                  64 Rice                    70
01/25/2001 Northwestern St.        74 Nicholls St.            84
01/25/2001 San Jose St.            60 Tulsa                   76
01/25/2001 Murray St.              80 Tennessee Tech          85
01/25/2001 Cal Irvine              66 Cal Santa Barbara       56
01/25/2001 McNeese St.             84 SE Louisiana            46
01/25/2001 Tennessee St.           93 Tennessee Martin        76
01/25/2001 Nevada                  49 Southern Methodist      61
01/25/2001 Louisiana Lafayette     81 Denver                  80
01/25/2001 DePaul                  58 South Florida           72
01/25/2001 Cal St. Northridge      72 Montana St.             65
01/25/2001 Northern Arizona        63 Montana                 78
01/25/2001 Idaho St.               76 Weber St.               80
01/25/2001 Idaho                   59 Boise St.               80
01/25/2001 Missouri Kansas City    50 Southern Utah           61
01/25/2001 Cal St. Fullerton       85 Cal Poly-SLO            77
01/25/2001 Texas El Paso           56 Fresno St.             108
01/25/2001 Santa Clara             64 Gonzaga                 70
01/25/2001 Utah St.                62 Pacific                 51
01/25/2001 San Diego               87 Portland                72
01/25/2001 Oregon St.              40 UCLA                    67
01/25/2001 Oregon                  74 Southern California     78
01/25/2001 Stanford                94 Washington              63
01/26/2001 Northeastern            70 Hofstra                 94
01/26/2001 Boston University       71 Drexel                  80
01/26/2001 Pepperdine              82 San Francisco           78
01/26/2001 Loyola Marymount        71 St. Mary's (CA)         63
01/26/2001 Cal St. Sacramento      77 Portland St.            81
01/27/2001 Florida A&M             64 Norfolk St.             78
01/27/2001 La Salle                92 Rhode Island            96
01/27/2001 Tennessee               75 Georgia                 77
01/27/2001 Richmond                77 Old Dominion            73
01/27/2001 Massachusetts           65 Temple                  64
01/27/2001 Wake Forest             72 Cincinnati              78
01/27/2001 Army                   104 Lafayette              103
01/27/2001 Troy St.                92 Campbell                85
01/27/2001 Sam Houston St.         86 Texas Arlington         94
01/27/2001 VA Commonwealth         84 East Carolina           87
01/27/2001 SE Missouri St.         74 Morehead St.            71
01/27/2001 Charleston Southern     72 Coastal Carolina        74
01/27/2001 Memphis                 76 UAB                     73
01/27/2001 Duke                    98 Maryland                96
01/27/2001 Bradley                 67 Evansville              70
01/27/2001 Colorado St.            71 New Mexico              72
01/27/2001 San Diego St.           72 UNLV                    82
01/27/2001 Idaho St.               83 Portland St.            87
01/27/2001 Notre Dame              78 Georgetown              71
01/27/2001 Florida St.             68 Georgia Tech            77
01/27/2001 Sacred Heart            58 Wagner                  75
01/27/2001 Canisius                57 Loyola (MD)             58
01/27/2001 St. John's (NY)         59 Virginia Tech           65
01/27/2001 Texas                   52 Arizona                 80
01/27/2001 South Florida           93 Houston                 68
01/27/2001 Mississippi             69 Mississippi St.         79
01/27/2001 Long Island             73 Central Connecticut     71
01/27/2001 Chattanooga             57 The Citadel             56
01/27/2001 East Tennessee St.      72 Appalachian St.         67
01/27/2001 Ball St.                56 Miami (OH)              57
01/27/2001 Marshall                68 Central Michigan        80
01/27/2001 Indiana                 66 Iowa                    71
01/27/2001 Texas Tech              64 Missouri                66
01/27/2001 Nebraska                66 Oklahoma                77
01/27/2001 Bowling Green           57 Kent St.                81
01/27/2001 Niagara                 93 Rider                   84
01/27/2001 St. Francis (NY)        83 Quinnipiac              75
01/27/2001 Northern Illinois       77 Western Michigan        81
01/27/2001 Mercer                  77 Georgia St.             86
01/27/2001 Bethune Cookman         85 Hampton                 87
01/27/2001 Tulane                  57 Marquette               82
01/27/2001 Vermont                 79 Hartford                64
01/27/2001 Wyoming                 71 Air Force               56
01/27/2001 Eastern Michigan        56 Akron                   63
01/27/2001 South Carolina          57 Florida                 69
01/27/2001 DePaul                  63 Louisville              73
01/27/2001 Colgate                 70 Navy                    81
01/27/2001 Louisiana Monroe        65 Northwestern St.        92
01/27/2001 Lamar                   44 Stephen F. Austin       56
01/27/2001 Michigan St.            55 Ohio St.                64
01/27/2001 Loyola Chicago          57 Butler                  71
01/27/2001 Howard                  68 South Carolina St.      66
01/27/2001 NC Asheville            54 Winthrop                67
01/27/2001 Boston College          90 Villanova               80
01/27/2001 Virginia               104 Clemson                 76
01/27/2001 Oklahoma St.            71 Colorado                81
01/27/2001 Southern Methodist      91 TCU                    100
01/27/2001 Kansas St.              66 Kansas                  92
01/27/2001 Xavier (OH)             81 Duquesne                48
01/27/2001 Wisconsin Green Bay     74 Detroit                 91
01/27/2001 American                56 George Mason            84
01/27/2001 Arkansas                59 LSU                     52
01/27/2001 Chicago St.             64 Western Illinois        72
01/27/2001 California              79 Washington              64
01/27/2001 New Mexico St.          69 Denver                  67
01/27/2001 Stanford                72 Washington St.          61
01/27/2001 SW Missouri St.         64 Northern Iowa           53
01/27/2001 Ohio                    83 Buffalo                 66
01/27/2001 William & Mary          50 NC Wilmington           63
01/27/2001 Rutgers                 54 Syracuse                68
01/27/2001 Seton Hall              75 West Virginia           81
01/27/2001 High Point              55 Elon                    58
01/27/2001 Monmouth (NJ)           74 Fairleigh Dickinson     50
01/27/2001 Morgan St.              63 James Madison           90
01/27/2001 MD Baltimore County     71 St. Francis (PA)        69
01/27/2001 VMI                     62 Western Carolina        82
01/27/2001 Wisconsin Milwaukee     34 Cleveland St.           57
01/27/2001 Samford                 61 Jacksonville St.        53
01/27/2001 Central Florida         65 Stetson                 83
01/27/2001 Cornell                 38 Columbia                42
01/27/2001 Fordham                 74 Dayton                  81
01/27/2001 Western Kentucky        55 Florida International   46
01/27/2001 St. Bonaventure         68 George Washington       76
01/27/2001 Vanderbilt              75 Kentucky                86
01/27/2001 Southern Mississippi    60 Charlotte               71
01/27/2001 Stony Brook             67 Albany (NY)             64
01/27/2001 Delaware St.            55 Coppin St.              66
01/27/2001 NC Greensboro           63 Davidson                61
01/27/2001 Wofford                 77 Furman                  70
01/27/2001 College of Charleston   63 Georgia Southern        68
01/27/2001 Mount St. Mary's        65 Robert Morris           72
01/27/2001 MD Eastern Shore        54 North Carolina A&T      74
01/27/2001 Florida Atlantic        55 Jacksonville            71
01/27/2001 Bucknell                74 Lehigh                  86
01/27/2001 Radford                 77 Liberty                 57
01/27/2001 Delaware                68 Maine                   80
01/27/2001 IUPUI                   75 Youngstown St.          82
01/27/2001 Auburn                  80 Alabama                 81
01/27/2001 SW Texas St.            69 Texas San Antonio       77
01/27/2001 Eastern Illinois        96 Eastern Kentucky        79
01/27/2001 Illinois Chicago        73 Wright St.              76
01/27/2001 Michigan                72 Northwestern            65
01/27/2001 Minnesota               68 Purdue                  83
01/27/2001 Pennsylvania            61 St. Joseph's (PA)       67
01/27/2001 Penn St.                58 Wisconsin               63
01/27/2001 Oregon                  88 UCLA                    98
01/27/2001 Middle Tennessee St.    56 New Orleans             69
01/27/2001 Arkansas Little Rock    47 Louisiana Tech          64
01/27/2001 Illinois St.            69 Creighton               78
01/27/2001 Drake                   61 Southern Illinois       65
01/27/2001 South Alabama           58 Louisiana Lafayette     55
01/27/2001 Indiana St.             85 Wichita St.             67
01/27/2001 Texas A&M Corpus Chris  80 Centenary               82
01/27/2001 Missouri Kansas City    71 Oral Roberts            48
01/27/2001 Southern                79 Alcorn St.              91
01/27/2001 Tennessee St.           73 Austin Peay             77
01/27/2001 Arkansas Pine Bluff     75 Grambling               81
01/27/2001 Mississippi Valley St.  70 Jackson St.             61
01/27/2001 McNeese St.             87 Nicholls St.            81
01/27/2001 Alabama St.             78 Prairie View A&M        64
01/27/2001 Tennessee Martin        84 Tennessee Tech          92
01/27/2001 Alabama A&M             73 Texas Southern          65
01/27/2001 San Jose St.            54 Rice                    44
01/27/2001 Oakland                 57 Valparaiso              89
01/27/2001 Northern Arizona        79 Montana St.             84
01/27/2001 Idaho                   57 Utah St.                71
01/27/2001 Cal St. Northridge      74 Montana                 65
01/27/2001 Cal Irvine              75 Cal Poly-SLO            63
01/27/2001 San Diego               57 Gonzaga                 78
01/27/2001 Long Beach St.          59 Pacific                 58
01/27/2001 Loyola Marymount        63 San Francisco           67
01/27/2001 Cal St. Fullerton       69 Cal Santa Barbara       94
01/27/2001 Oregon St.              47 Southern California     73
01/27/2001 Texas El Paso           77 Nevada                  88
01/27/2001 Weber St.               70 Eastern Washington      64
01/27/2001 Pepperdine              77 St. Mary's (CA)         65
01/27/2001 Santa Clara             60 Portland                56
01/27/2001 Southern Utah           77 Cal Riverside           58
01/28/2001 Providence              80 Miami (FL)              70
01/28/2001 Northeastern            76 Drexel                  98
01/28/2001 Boston University       56 Hofstra                 77
01/28/2001 Towson                  89 New Hampshire           87
01/28/2001 North Carolina          60 North Carolina St.      52
01/28/2001 Fairfield               53 Siena                   71
01/28/2001 Hawaii                  67 Tulsa                   79
01/28/2001 Manhattan               66 Marist                  72
01/28/2001 Iowa St.                72 Texas A&M               53
01/29/2001 The Citadel             74 Appalachian St.         81
01/29/2001 South Carolina St.      64 MD Eastern Shore        59
01/29/2001 Western Illinois        69 Valparaiso              77
01/29/2001 Troy St.                75 Georgia St.             79
01/29/2001 Mercer                  66 Campbell                62
01/29/2001 Hartford                78 Harvard                 80
01/29/2001 East Tennessee St.      67 NC Greensboro           77
01/29/2001 Mount St. Mary's        55 St. Francis (PA)        56
01/29/2001 Cornell                 84 Stony Brook             91
01/29/2001 Georgia Southern        65 Wofford                 60
01/29/2001 Dartmouth               76 Vermont                 77
01/29/2001 Georgetown              63 Syracuse                70
01/29/2001 Long Island             76 Quinnipiac              71
01/29/2001 Sacred Heart            56 Monmouth (NJ)           81
01/29/2001 Wagner                  74 Fairleigh Dickinson     83
01/29/2001 George Mason            54 Detroit                 67
01/29/2001 Florida Atlantic        80 Stetson                 92
01/29/2001 St. Francis (NY)        80 Central Connecticut     68
01/29/2001 MD Baltimore County     87 Robert Morris           77
01/29/2001 New Jersey              59 Princeton               69
01/29/2001 Canisius                78 St. Peter's             65
01/29/2001 Birmingham Southern     55 Charleston Southern     56
01/29/2001 SE Missouri St.         65 Eastern Kentucky        59
01/29/2001 Western Carolina        47 Furman                  67
01/29/2001 Central Florida         65 Jacksonville            74
01/29/2001 Morgan St.              66 Delaware St.            72
01/29/2001 College of Charleston   66 Coastal Carolina        53
01/29/2001 Fisk                    43 Belmont                 57
01/29/2001 St. Mary's (MD)         64 Tennessee Martin       112
01/29/2001 Tulane                  57 Cincinnati             105
01/29/2001 Hampton                 77 Florida A&M             64
01/29/2001 North Carolina A&T      75 Howard                  70
