date,visitor,visitor_score,home,home_score,notes,location
12/08/2001,Boise St.,59,San Diego,85,,
12/08/2001,San Jose St.,59,Pacific,74,,
12/08/2001,Creighton,52,Brigham Young,61,,
12/08/2001,Florida,92,South Florida,73,,
12/08/2001,Texas A&M Corpus Chris,56,Texas El Paso,82,,
12/08/2001,Cal Riverside,66,Southern Utah,64,,
12/08/2001,Utah St.,64,Weber St.,67,,
12/08/2001,Richmond,42,Charlotte,62,,
12/08/2001,Northern Iowa,67,Bradley,61,,
12/08/2001,Rhode Island,43,Valparaiso,68,,
12/08/2001,Lenoir-Rhyne,55,TCU,93,,
12/08/2001,Tulsa,82,Wichita St.,76,,
12/08/2001,Centenary,75,Vanderbilt,77,,
12/08/2001,Morgan St.,62,Towson,67,,
12/08/2001,Texas Southern,50,Stephen F. Austin,76,,
12/08/2001,New Orleans,58,SE Louisiana,47,,
12/08/2001,Jackson St.,41,Oklahoma St.,90,,
12/08/2001,SW Texas St.,66,McNeese St.,76,,
12/08/2001,Missouri Kansas City,68,Kansas,79,,
12/08/2001,Northwestern St.,88,Grambling,91,,
12/08/2001,Miami (FL),64,Texas A&M,55,,
12/08/2001,Villanova,70,Temple,66,N,"Philadelphia, PA"
12/08/2001,Kansas St.,56,Northwestern,79,,
12/08/2001,Montana St. Northern,69,Montana St.,77,,
12/08/2001,North Central College,53,Illinois Chicago,93,,
12/09/2001,Loyola (MD),60,St. Peter's,59,n,"Trenton, NJ"
12/09/2001,Nicholls St.,38,Michigan St.,92,,
12/09/2001,Birmingham Southern,72,Louisiana Lafayette,84,,
12/09/2001,Georgia Tech,82,Georgia,95,,
12/09/2001,Canisius,65,Iona,75,,
12/09/2001,Central Michigan,63,Illinois St.,72,,
12/09/2001,Cal Santa Cruz,39,St. Mary's (CA),95,,
12/09/2001,Denver,49,St. Louis,63,,
12/09/2001,IUPUI,70,Ohio St.,83,,
12/09/2001,Detroit,54,Maryland,79,,
12/09/2001,Marist,80,Rider,69,,
12/09/2001,Cal Poly-SLO,75,Eastern Washington,70,,
12/09/2001,South Carolina St.,89,Coastal Carolina,81,,
12/09/2001,Maine,67,Sacred Heart,61,,
12/09/2001,Indiana St.,71,Drake,85,,
12/09/2001,Indiana Tech,100,IUPU Ft. Wayne,111,,
12/10/2001,Washington St.,52,Texas,79,,
12/10/2001,NC Wilmington,83,Bowling Green,84,,
12/10/2001,Alcorn St.,48,Hawaii,62,,
12/10/2001,Oregon,72,Minnesota,75,,
12/10/2001,Drexel,64,St. Joseph's (PA),85,N,"Philadelphia, PA"
12/10/2001,American,71,Howard,80,,
12/10/2001,Vanderbilt,77,Tulane,87,,
12/10/2001,Toledo,55,Cincinnati,68,,
12/10/2001,Montana,71,Colorado,84,,
12/10/2001,Mississippi Valley St.,49,Arkansas St.,94,,
12/10/2001,Idaho St.,51,Southern Utah,68,,
12/10/2001,Armstrong St.,53,Savannah St.,51,,
12/10/2001,Swarthmore,40,Lehigh,75,,
12/10/2001,The Citadel,65,Philander Smith,51,,
12/10/2001,NC Greensboro,74,Arkansas,89,,
12/10/2001,Wisconsin,48,Xavier (OH),57,,
12/10/2001,Morgan St.,65,Georgetown,91,,
12/11/2001,Maine,81,Norfolk St.,84,,
12/11/2001,Iowa St.,81,Boston College,86,,
12/11/2001,Army,68,Albany (NY),60,,
12/11/2001,Guilford,73,Western Carolina,77,,
12/11/2001,St. John's (NY),60,Niagara,52,,
12/11/2001,Rider,63,Canisius,46,,
12/11/2001,Monmouth (NJ),55,Maryland,91,,
12/11/2001,Stony Brook,54,Villanova,76,,
12/11/2001,Bradley,42,Louisiana Lafayette,43,,
12/11/2001,Oakland,54,Wright St.,74,,
12/11/2001,Gonzaga,67,Washington,47,,
12/11/2001,Cal Irvine,52,San Diego,63,,
12/11/2001,Fresno St.,75,California,97,,
12/11/2001,Connecticut,69,Massachusetts,59,,
12/11/2001,Murray St.,69,DePaul,65,,
12/11/2001,Eastern Michigan,76,Wisconsin Green Bay,106,,
12/11/2001,Hartford,52,Siena,68,,
12/11/2001,Rhode Island,66,Yale,77,,
12/11/2001,St. Peter's,63,Seton Hall,78,,
12/11/2001,MD Baltimore County,67,Bucknell,70,,
12/11/2001,St. Francis (NY),71,Fairfield,75,,
12/11/2001,Towson,78,MD Eastern Shore,93,,
12/12/2001,Southern Oregon,54,Nevada,85,,
12/12/2001,Campbell,71,Georgia St.,85,,
12/12/2001,Ohio,85,St. Bonaventure,97,,
12/12/2001,Western Michigan,55,Virginia Tech,51,,
12/12/2001,Dartmouth,58,Boston University,79,,
12/12/2001,Central Connecticut,107,Long Island,76,,
12/12/2001,Harvard,70,New Hampshire,65,,
12/12/2001,Charleston Southern,69,VMI,90,,
12/12/2001,Santa Clara,41,Ohio St.,88,,
12/12/2001,Kansas,78,Princeton,62,,
12/12/2001,Nebraska,70,Creighton,76,,
12/12/2001,Drake,59,Iowa,101,,
12/12/2001,Bethune Cookman,55,South Alabama,68,,
12/12/2001,Coppin St.,49,Louisville,75,,
12/12/2001,Air Force,53,Denver,63,,
12/12/2001,Fort Lewis,53,Brigham Young,101,,
12/12/2001,Wyoming,74,Boise St.,77,,
12/12/2001,Southern California,86,Long Beach St.,68,,
12/12/2001,Pacific,52,Idaho,48,,
12/12/2001,Oregon St.,51,Portland St.,46,,
12/13/2001,North Greenville,44,Appalachian St.,91,,
12/13/2001,Chicago St.,67,Central Florida,100,,
12/13/2001,Stony Brook,60,Army,71,,
12/13/2001,Hartford,53,Rutgers,63,,
12/13/2001,Fairleigh Dickinson,73,Seton Hall,95,,
12/13/2001,MD Eastern Shore,48,Minnesota,95,,
12/13/2001,Louisiana Monroe,73,Sam Houston St.,81,,
12/13/2001,Loyola New Orleans,61,Louisiana Lafayette,81,,
12/13/2001,Reinhardt,73,Lipscomb,87,,
12/13/2001,Montana St.,69,Arizona St.,72,,
12/13/2001,Southern,74,Colorado,106,,
12/13/2001,Lamar,58,Texas Pan American,69,,
12/13/2001,Goshen,54,Valparaiso,98,,
12/14/2001,Tusculum,45,Liberty,46,,
12/14/2001,San Diego St.,61,Hawaii,58,,
12/14/2001,Monmouth (NJ),69,St. Peter's,61,,
12/14/2001,Jacksonville St.,57,Alabama,99,,
12/14/2001,Tulsa,90,Texas A&M,56,n,"Houston, TX"
12/14/2001,Oral Roberts,64,Southern Methodist,82,,
12/14/2001,Cincinnati,75,Xavier (OH),55,,
12/14/2001,Texas Tech,71,Houston,64,,
12/14/2001,Pepperdine,64,Oregon,88,,
12/15/2001,Tennessee,69,Memphis,71,,
12/15/2001,Western Michigan,59,Wisconsin Milwaukee,51,,
12/15/2001,Southern,73,Texas Southern,92,,
12/15/2001,Cal St. Sacramento,97,Cal St. Fullerton,106,,
12/15/2001,Elon,78,Clemson,88,,
12/15/2001,Toledo,40,Detroit,63,,
12/15/2001,Indiana,53,Miami (FL),58,,
12/15/2001,College of Charleston,60,NC Wilmington,58,,
12/15/2001,Davidson,70,St. Bonaventure,79,,
12/15/2001,SC Spartanburg,52,East Carolina,64,,
12/15/2001,Radford,56,Virginia Tech,63,,
12/15/2001,Robert Morris,86,West Virginia,102,,
12/15/2001,Eastern Mennonite,51,VMI,77,,
12/15/2001,Centenary,48,Louisiana Tech,68,,
12/15/2001,Ball St.,103,IUPUI,81,,
12/15/2001,Limestone,51,Gardner Webb,68,,
12/15/2001,Coastal Carolina,67,Old Dominion,81,,
12/15/2001,MD Baltimore County,51,Rutgers,67,,
12/15/2001,Loyola (MD),46,Mount St. Mary's,55,,
12/15/2001,UAB,76,VA Commonwealth,82,,
12/15/2001,Charlotte,52,Florida,73,n,"Miami, FL"
12/15/2001,Arkansas Pine Bluff,68,Mississippi Valley St.,80,,
12/15/2001,Alabama A&M,90,Jackson St.,80,,
12/15/2001,Furman,60,Wisconsin,68,,
12/15/2001,Alabama St.,62,Grambling,55,,
12/15/2001,Marshall,60,Auburn,78,n,"Mobile, AL"
12/15/2001,North Texas,70,Kansas St.,84,,
12/15/2001,Loyola Chicago,78,Eastern Illinois,94,,
12/15/2001,Bowling Green,84,Evansville,72,,
12/15/2001,UNLV,70,Loyola Marymount,68,,
12/15/2001,Long Beach St.,77,Stanford,94,,
12/15/2001,Pacific,72,San Francisco,69,,
12/15/2001,Eastern Washington,61,Portland,68,,
12/15/2001,Washington St.,44,Gonzaga,67,,
12/15/2001,Oregon St.,68,Cal Poly-SLO,72,,
12/15/2001,Southern Utah,49,Boise St.,67,,
12/15/2001,Western St. (CO),43,Utah St.,99,,
12/15/2001,NC Asheville,54,North Carolina St.,92,,
12/15/2001,Wisconsin Green Bay,54,Missouri Kansas City,67,,
12/15/2001,St. Francis (PA),67,Howard,88,,
12/15/2001,North Greenville,55,Charleston Southern,64,,
12/15/2001,Arizona,60,Michigan St.,74,,
12/15/2001,Ohio St.,61,Louisville,66,,
12/15/2001,Dartmouth,53,Harvard,70,,
12/15/2001,Illinois St.,59,Chattanooga,70,,
12/15/2001,Cal Irvine,74,UCLA,75,,
12/15/2001,Rhode Island,51,Pittsburgh,58,,
12/15/2001,Northern Illinois,69,Illinois Chicago,86,,
12/15/2001,James Madison,57,East Tennessee St.,84,,
12/15/2001,Sam Houston St.,74,Nebraska,70,,
12/15/2001,Louisiana Monroe,67,Mississippi St.,104,n,"Southaven, MS"
12/15/2001,Delaware,78,Rider,94,,
12/15/2001,Arkansas Little Rock,69,Austin Peay,88,,
12/15/2001,SE Missouri St.,62,St. Louis,88,,
12/15/2001,VA Intermont,59,Wofford,87,,
12/15/2001,Akron,66,Cleveland St.,79,,
12/15/2001,Northern Iowa,65,Butler,77,,
12/15/2001,Oakland,70,Ohio,71,,
12/15/2001,Kentucky St.,63,Kentucky,118,,
12/15/2001,Norfolk St.,68,Georgetown,87,,
12/15/2001,Santa Clara,62,Wright St.,76,,
12/15/2001,Cal Santa Cruz,64,Cal Riverside,71,,
12/15/2001,Portland St.,53,Nevada,75,,
12/15/2001,Texas San Antonio,85,TCU,91,,
12/15/2001,Western Montana,69,Idaho St.,73,,
12/15/2001,Montana St.,69,Wyoming,82,n,"Casper, WY"
12/15/2001,Utah,70,Weber St.,59,,
12/15/2001,Iowa,83,Missouri,65,,
12/15/2001,Colorado St.,74,Denver,61,,
12/15/2001,Middle Tennessee St.,64,Texas Pan American,66,,
12/15/2001,Alcorn St.,79,Prairie View A&M,77,,
12/15/2001,Iowa St.,58,Drake,72,,
12/15/2001,Lamar,69,Texas A&M Corpus Chris,67,,
12/15/2001,Nicholls St.,86,Troy St.,98,,
12/15/2001,Jacksonville,90,Texas,96,,
12/15/2001,Morris Brown,47,Southern Mississippi,73,,
12/15/2001,High Point,63,Oklahoma,107,,
12/15/2001,Florida A&M,55,Northwestern,58,,
12/15/2001,McNeese St.,57,LSU,80,,
12/15/2001,Massachusetts,64,Central Connecticut,49,,
12/15/2001,South Carolina St.,73,Kansas,106,,
12/15/2001,Kent St.,70,Youngstown St.,75,,
12/15/2001,Dayton,83,Purdue,72,n,"Indianapolis, IN"
12/15/2001,West Alabama,40,Western Kentucky,103,,
12/15/2001,Idaho,48,Brigham Young,70,,
12/15/2001,Georgia,79,South Alabama,70,,
12/15/2001,Transylvania,51,Eastern Kentucky,77,,
12/16/2001,North Carolina A&T,51,Duke,93,,
12/16/2001,Indiana St.,46,Creighton,70,,
12/16/2001,Miami (OH),55,Southern California,59,,
12/16/2001,Tennessee Martin,72,Mississippi,83,n,"Southaven, MS"
12/16/2001,Holy Cross,51,Boston College,75,,
12/16/2001,Binghamton,60,North Carolina,61,,
12/16/2001,Hofstra,75,St. John's (NY),89,,
12/16/2001,New Mexico St.,49,New Mexico,70,,
12/16/2001,Southern Illinois,74,Cal St. Northridge,60,,
12/16/2001,Long Island,69,DePaul,95,,
12/16/2001,Florida St.,72,Wake Forest,93,,
12/16/2001,Bethune Cookman,65,Oklahoma,102,,
12/16/2001,La Salle,71,Seton Hall,68,,
12/16/2001,Belmont,95,Stetson,106,,
12/16/2001,Syracuse,80,Georgia Tech,96,,
12/16/2001,Western Illinois,62,Illinois,98,,
12/16/2001,Sacred Heart,96,Monmouth (NJ),69,,
12/16/2001,Northern Arizona,51,Oregon,86,,
12/16/2001,Mississippi St.,72,Georgia St.,63,,
12/16/2001,SW Texas St.,62,Houston,89,,
12/17/2001,Stephen F. Austin,55,SE Louisiana,42,,
12/17/2001,Florida Atlantic,66,Samford,68,,
12/17/2001,Tennessee Tech,66,Louisville,70,,
12/17/2001,Washington & Jefferson,47,Davidson,91,,
12/17/2001,NC Asheville,56,Michigan St.,76,,
12/17/2001,Greensboro,40,The Citadel,72,,
12/17/2001,Shenandoah,60,East Tennessee St.,110,,
12/17/2001,Albany St. (GA),58,Georgia Southern,66,,
12/17/2001,Howard,80,Georgetown,99,,
12/17/2001,Butler,66,Mount St. Mary's,46,,
12/17/2001,Alabama St.,71,Jackson St.,63,,
12/17/2001,Alabama A&M,88,Grambling,89,,
12/17/2001,Louisiana Lafayette,72,Texas Tech,89,,
12/17/2001,Jacksonville,67,Wichita St.,65,,
12/17/2001,Texas A&M,65,SW Missouri St.,76,,
12/17/2001,Richmond,46,Cincinnati,77,,
12/17/2001,Alcorn St.,88,Texas Southern,83,,
12/17/2001,Mississippi Valley St.,82,SE Missouri St.,70,,
12/17/2001,Lipscomb,76,Cal St. Sacramento,86,,
12/17/2001,Georgia,91,Pepperdine,74,,
12/17/2001,Northwestern St.,44,Oklahoma St.,79,,
12/17/2001,Texas Arlington,62,Oral Roberts,115,,
12/17/2001,Southern,75,Prairie View A&M,89,,
12/17/2001,Gettysburg,60,Navy,78,,
12/17/2001,Radford,66,Tennessee,72,,
12/17/2001,Charleston Southern,54,Virginia,74,,
12/17/2001,Centenary,66,Baylor,99,,
12/17/2001,Central Florida,69,Jacksonville St.,72,,
12/17/2001,Liberty,49,Northwestern,66,,
12/17/2001,Illinois Chicago,73,Purdue,80,,
12/17/2001,Tri-State University,62,IUPU Ft. Wayne,65,,
12/18/2001,Alabama,70,Temple,67,N,"East Rutherford, NJ"
12/18/2001,Illinois St.,73,Illinois,87,,
12/18/2001,Southern Illinois,62,Colorado St.,80,,
12/18/2001,Loyola Chicago,72,St. Mary's (CA),70,,
12/18/2001,Morehead St.,81,IUPUI,90,,
12/18/2001,Kentucky,92,Duke,95,N,"East Rutherford, NJ"
12/18/2001,Winthrop,66,Clemson,61,,
12/18/2001,Hobart,48,Colgate,85,,
12/18/2001,Bluefield College,51,Chattanooga,83,,
12/18/2001,Northeastern,72,Drexel,83,,
12/18/2001,Dartmouth,70,Quinnipiac,68,,
12/18/2001,Harvard,54,Vermont,74,,
12/18/2001,Reinhardt,55,Wofford,77,,
12/18/2001,Texas El Paso,58,Charlotte,86,,
12/18/2001,Portland St.,76,Santa Clara,63,n,"Palo Alto, CA"
12/18/2001,High Point,49,Florida,103,,
12/18/2001,Florida A&M,62,Miami (FL),90,,
12/18/2001,Gardner Webb,68,VA Commonwealth,75,,
12/18/2001,Hampton,84,Old Dominion,77,,
12/18/2001,South Alabama,58,Auburn,73,,
12/18/2001,Austin Peay,61,Dayton,76,,
12/18/2001,Loyola Marymount,76,Long Beach St.,68,,
12/18/2001,Notre Dame (CA),65,San Jose St.,78,,
12/18/2001,Belmont,63,Stanford,97,,
12/18/2001,Northern Arizona,44,Boise St.,55,,
12/18/2001,Savannah St.,56,Weber St.,87,,
12/18/2001,Southern Methodist,62,TCU,74,,
12/18/2001,Southern Utah,47,Utah,71,,
12/18/2001,LSU,59,New Orleans,60,,
12/18/2001,South Carolina St.,50,South Carolina,69,,
12/18/2001,Chicago St.,63,DePaul,79,,
12/18/2001,Morgan St.,56,Arkansas Little Rock,83,,
12/18/2001,San Francisco,75,Texas A&M Corpus Chris,80,,
12/18/2001,Eastern Illinois,50,Oklahoma,109,,
12/18/2001,Elon,58,Birmingham Southern,65,,
12/18/2001,Millsaps,51,Southern Mississippi,64,,
12/19/2001,Georgia Tech,83,Davidson,69,N,"Charlotte, NC"
12/19/2001,Western Carolina,66,Kansas St.,64,,
12/19/2001,Creighton,61,Western Kentucky,95,,
12/19/2001,Furman,59,St. Louis,73,,
12/19/2001,Indiana St.,58,Wyoming,72,,
12/19/2001,Louisiana Tech,63,UAB,81,,
12/19/2001,Portland,68,Hawaii,75,,
12/19/2001,Duquesne,68,West Virginia,61,,
12/19/2001,Florida Atlantic,74,Jacksonville St.,71,,
12/19/2001,Oakland,50,Michigan St.,78,,
12/19/2001,Robert Morris,87,Youngstown St.,80,,
12/19/2001,James Madison,85,Penn St.,69,,
12/19/2001,Virginia-Wise,66,East Tennessee St.,109,,
12/19/2001,Belmont,78,Santa Clara,71,n,"Palo Alto, CA"
12/19/2001,McNeese St.,67,Texas,80,,
12/19/2001,Central Florida,58,Samford,59,,
12/19/2001,Stephen F. Austin,72,Nicholls St.,59,,
12/19/2001,Oklahoma St.,62,Missouri Kansas City,50,,
12/19/2001,Arkansas Pine Bluff,49,Marquette,100,,
12/19/2001,Pittsburgh,62,Ohio St.,55,,
12/19/2001,Sacred Heart,76,Providence,85,,
12/19/2001,Charleston Southern,50,North Carolina St.,70,,
12/19/2001,Portland St.,63,Stanford,87,,
12/19/2001,Iona,71,Holy Cross,59,N,"Honolulu, HI"
12/19/2001,Lipscomb,81,North Texas,102,,
12/19/2001,Eastern Kentucky,57,Western Illinois,70,,
12/19/2001,Delaware St.,70,Fordham,80,,
12/19/2001,Cleveland St.,63,Florida St.,76,,
12/19/2001,St. Francis (PA),60,Wake Forest,89,,
12/19/2001,Scranton,47,Lafayette,90,,
12/19/2001,Troy St.,88,Campbell,81,,
12/19/2001,Butler,75,Ball St.,66,,
12/19/2001,Detroit,77,Central Michigan,68,,
12/19/2001,Concordia (MI),54,Eastern Michigan,85,,
12/20/2001,The Citadel,57,South Carolina,73,,
12/20/2001,Appalachian St.,76,TCU,110,,
12/20/2001,Middle Tennessee St.,71,East Carolina,81,,
12/20/2001,Texas Arlington,69,SE Louisiana,60,,
12/20/2001,Purdue,84,SW Missouri St.,83,N,"Las Vegas, NV"
12/20/2001,Southern California,71,San Diego,67,,
12/20/2001,Sewanee,43,Birmingham Southern,77,,
12/20/2001,Kent St.,56,Xavier (OH),62,,
12/20/2001,Virginia,61,Georgetown,55,,
12/20/2001,Tennessee St.,72,Murray St.,103,,
12/20/2001,Webster,68,Austin Peay,90,,
12/20/2001,Lakeland,58,Chicago St.,87,,
12/20/2001,San Francisco,93,Southern,78,,
12/20/2001,Valparaiso,77,New Mexico St.,94,N,"Laie, HI"
12/20/2001,Boston College,67,Miami (OH),73,N,"Honolulu, HI"
12/20/2001,Cal St. Northridge,56,Utah St.,73,,
12/20/2001,IUPU Ft. Wayne,71,Colorado St.,92,,
12/20/2001,Memphis,64,Temple,54,,
12/20/2001,Chattanooga,84,Arkansas,98,,
12/20/2001,Prairie View A&M,61,Wright St.,94,,
12/20/2001,American,57,Vanderbilt,85,,
12/20/2001,Lamar,67,Texas San Antonio,74,,
12/20/2001,Texas A&M,82,Illinois Chicago,86,N,"Las Vegas, NV"
12/20/2001,Jacksonville,64,Oral Roberts,73,N,"Mayaguez, PR"
12/20/2001,Georgia,80,Arkansas St.,68,N,"Honolulu, HI"
12/20/2001,Columbia,65,BYU Hawaii,70,,
12/20/2001,Norfolk St.,69,NC Greensboro,84,,
12/20/2001,Niagara,85,Texas Pan American,91,N,"Mayaguez, PR"
12/20/2001,Vanguard,72,San Jose St.,70,,
12/20/2001,Navy,61,Montana,78,N,"Laie, HI"
12/20/2001,Fort Valley St.,52,Mercer,61,,
12/20/2001,South Florida,68,Syracuse,80,,
12/20/2001,St. Bonaventure,78,Siena,74,,
12/20/2001,Tennessee,72,Louisville,73,,
12/20/2001,Baylor,97,Puerto Rico Mayaguez,58,,
12/20/2001,Tulsa,80,Buffalo,75,N,"Laie, HI"
12/20/2001,Mississippi St.,74,Richmond,72,N,"Las Vegas, NV"
12/20/2001,Coppin St.,59,Florida International,63,N,"Mayaguez, PR"
12/20/2001,Eastern Washington,58,San Diego St.,86,,
12/20/2001,Nevada,75,UNLV,87,,
12/20/2001,UCLA,85,Washington,79,,
12/20/2001,Cal Santa Barbara,68,Cal Riverside,56,,
12/20/2001,Arizona,76,Oregon St.,73,,
12/20/2001,Cal Poly-SLO,61,Cal St. Fullerton,60,,
12/20/2001,Savannah St.,52,Fresno St.,91,,
12/20/2001,Arizona St.,90,Oregon,103,,
12/20/2001,Sam Houston St.,67,SW Texas St.,70,,
12/20/2001,Cincinnati,102,Louisiana Monroe,66,N,"Las Vegas, NV"
12/20/2001,NC Asheville,38,Auburn,83,,
12/20/2001,Houston,69,LSU,73,,
12/20/2001,St. Francis (NY),82,St. John's (NY),89,,
12/20/2001,Rider,68,Northeastern,80,,
12/20/2001,Towson,57,Howard,77,,
12/21/2001,New Mexico St.,84,BYU Hawaii,94,,
12/21/2001,Western Carolina,73,Wichita St.,102,,
12/21/2001,Idaho St.,58,Utah,75,,
12/21/2001,Miami (OH),59,Georgia,64,N,"Honolulu, HI"
12/21/2001,Holy Cross,60,Portland,43,N,"Honolulu, HI"
12/21/2001,Hofstra,67,Manhattan,74,,
12/21/2001,Tennessee Tech,83,North Texas,89,,
12/21/2001,NC Wilmington,71,Old Dominion,67,,
12/21/2001,Wofford,70,Georgia Tech,79,,
12/21/2001,Texas Pan American,67,Oral Roberts,58,N,"Mayaguez, PR"
12/21/2001,Texas A&M,71,Purdue,64,N,"Las Vegas, NV"
12/21/2001,Arkansas St.,70,Boston College,76,N,"Honolulu, HI"
12/21/2001,Hampton,84,Bradley,87,,
12/21/2001,West Virginia St.,62,South Carolina St.,91,n,"Rock Hill, SC"
12/21/2001,Valparaiso,71,Columbia,55,N,"Laie, HI"
12/21/2001,Morehead St.,50,Samford,62,,
12/21/2001,Gardner Webb,71,South Alabama,66,,
12/21/2001,Mississippi Valley St.,82,Texas El Paso,89,,
12/21/2001,College of Charleston,66,North Carolina,60,n,"Charlotte, NC"
12/21/2001,Montana Tech,46,Northern Arizona,64,,
12/21/2001,Cincinnati,90,Mississippi St.,56,N,"Las Vegas, NV"
12/21/2001,Lafayette,61,Princeton,67,,
12/21/2001,Tennessee Martin,60,Winthrop,86,,
12/21/2001,Sacred Heart,69,Harvard,81,,
12/21/2001,Quinnipiac,79,Connecticut,95,,
12/21/2001,Dartmouth,65,Colgate,73,,
12/21/2001,St. Joseph's (PA),90,Georgia St.,95,N,"Charlotte, NC"
12/21/2001,Louisiana Monroe,58,Richmond,80,N,"Las Vegas, NV"
12/21/2001,Niagara,64,Jacksonville,52,N,"Mayaguez, PR"
12/21/2001,Alabama A&M,54,Alabama,90,,
12/21/2001,Iona,56,Hawaii,67,,
12/21/2001,Tulsa,92,Montana,82,N,"Laie, HI"
12/21/2001,IUPUI,70,Mississippi,77,N,"El Paso, TX"
12/21/2001,Point Loma,55,Pepperdine,98,,
12/21/2001,Eastern Oregon,45,Gonzaga,105,,
12/21/2001,Buffalo,63,Navy,54,N,"Laie, HI"
12/21/2001,Baylor,65,Florida International,61,N,"Mayaguez, PR"
12/21/2001,SW Missouri St.,80,Illinois Chicago,86,N,"Las Vegas, NV"
12/21/2001,Coppin St.,57,Puerto Rico Mayaguez,56,,
12/21/2001,Mount St. Mary's,50,California,78,,
12/21/2001,Campbell,56,Coastal Carolina,67,,
12/21/2001,Maryland,56,Oklahoma,72,,
12/21/2001,Centenary,57,Rice,66,,
12/21/2001,Lipscomb,64,Tulane,77,,
12/21/2001,Denver,79,Texas A&M Corpus Chris,81,,
12/21/2001,Arkansas Little Rock,93,Grambling,69,,
12/22/2001,Northern Illinois,79,Drake,57,,
12/22/2001,VMI,91,Villanova,104,,
12/22/2001,Detroit,60,Bowling Green,77,,
12/22/2001,St. Louis,63,Dayton,69,,
12/22/2001,Western Kentucky,74,Southern Mississippi,50,,
12/22/2001,Kent St.,61,Illinois St.,48,,
12/22/2001,Charlotte,56,Miami (FL),64,,
12/22/2001,Long Beach St.,69,Cal Irvine,75,,
12/22/2001,Southern California,81,Loyola Marymount,67,,
12/22/2001,Cal Santa Barbara,64,Cal St. Fullerton,62,,
12/22/2001,Kentucky,66,Indiana,52,n,"Indianapolis, IN"
12/22/2001,East Tennessee St.,77,Vanderbilt,86,,
12/22/2001,Marshall,77,Western Michigan,73,,
12/22/2001,Eastern Michigan,58,Michigan,88,,
12/22/2001,Georgia,44,Hawaii,54,,
12/22/2001,Cal St. Northridge,57,Idaho,56,,
12/22/2001,Eastern Washington,67,St. Mary's (CA),73,,
12/22/2001,Pacific,71,Utah St.,81,,
12/22/2001,Baylor,66,Texas Pan American,72,N,"Mayaguez, PR"
12/22/2001,Radford,86,East Carolina,90,,
12/22/2001,Davidson,75,Pennsylvania,71,,
12/22/2001,Richmond,67,SW Missouri St.,60,N,"Las Vegas, NV"
12/22/2001,Columbia,74,Navy,72,N,"Laie, HI"
12/22/2001,Duquesne,63,Pittsburgh,78,,
12/22/2001,Mississippi St.,77,Illinois Chicago,74,N,"Las Vegas, NV"
12/22/2001,Nebraska,72,Minnesota,81,,
12/22/2001,Montana,67,New Mexico St.,79,N,"Laie, HI"
12/22/2001,Youngstown St.,53,Missouri Kansas City,68,,
12/22/2001,Jackson St.,59,Louisiana Tech,74,,
12/22/2001,Morris Brown,46,Alabama St.,77,,
12/22/2001,Illinois,72,Missouri,61,N,"St. Louis, MO"
12/22/2001,SE Louisiana,63,McNeese St.,68,,
12/22/2001,Kansas St.,70,Iowa,89,,
12/22/2001,Sam Houston St.,74,Texas San Antonio,90,,
12/22/2001,Texas Arlington,87,Nicholls St.,59,,
12/22/2001,Wisconsin Parkside,58,Wisconsin Milwaukee,91,,
12/22/2001,Coppin St.,50,Niagara,78,N,"Mayaguez, PR"
12/22/2001,American,77,Florida St.,72,,
12/22/2001,Loyola (MD),50,Central Connecticut,67,,
12/22/2001,West Virginia,74,Tennessee,72,,
12/22/2001,DePaul,60,Temple,58,,
12/22/2001,UAB,53,La Salle,56,,
12/22/2001,Notre Dame,84,Canisius,73,,
12/22/2001,Stanford,76,Brigham Young,81,N,"Las Vegas, NV"
12/22/2001,Louisiana Monroe,76,Texas A&M,61,N,"Las Vegas, NV"
12/22/2001,New Orleans,60,Florida,76,,
12/22/2001,Ball St.,68,Indiana St.,54,,
12/22/2001,Wisconsin Green Bay,69,Evansville,77,,
12/22/2001,Northeastern,66,Rhode Island,67,,
12/22/2001,Bucknell,57,Penn St.,78,,
12/22/2001,Kansas,108,North Dakota,77,,
12/22/2001,Chicago St.,73,Loyola Chicago,85,,
12/22/2001,Delaware,83,George Mason,56,,
12/22/2001,South Carolina St.,71,Winthrop,58,,
12/22/2001,Towson,67,MD Baltimore County,77,,
12/22/2001,Morgan St.,66,James Madison,84,,
12/22/2001,Delaware St.,79,Fairleigh Dickinson,73,,
12/22/2001,Lehigh,61,Cornell,69,,
12/22/2001,St. Joseph's (PA),76,North Carolina,92,n,"Charlotte, NC"
12/22/2001,Murray St.,58,Chattanooga,71,,
12/22/2001,Holy Cross,57,Boston College,67,N,"Honolulu, HI"
12/22/2001,Alaska Anchorage,67,Wyoming,85,,
12/22/2001,Arizona St.,57,Oregon St.,62,,
12/22/2001,Xavier (OH),72,Creighton,65,,
12/22/2001,Tennessee Martin,89,West Virginia St.,69,N,"Rock Hill, SC"
12/22/2001,Buffalo,80,Valparaiso,87,N,"Laie, HI"
12/22/2001,SE Missouri St.,80,Southern Illinois,92,,
12/22/2001,Charleston Southern,45,Clemson,82,,
12/22/2001,Portland,74,Arkansas St.,77,N,"Honolulu, HI"
12/22/2001,Florida International,55,Oral Roberts,66,N,"Mayaguez, PR"
12/22/2001,NC Greensboro,69,New Mexico,83,,
12/22/2001,UCLA,79,Washington St.,74,,
