date,visitor,visitor_score,home,home_score,notes,location
01/15/2003,Navy,53,American,70,,
01/15/2003,Virginia Commonwealth,68,George Mason,56,,
01/15/2003,NC Wilmington,73,James Madison,58,,
01/15/2003,Delaware,75,Old Dominion,74,1,
01/15/2003,Cincinnati,66,St. Louis,56,,
01/15/2003,New Hampshire,62,Dartmouth,57,,
01/15/2003,Western Michigan,71,Ball St.,52,,
01/15/2003,Kent St.,69,Buffalo,68,,
01/15/2003,Northern Illinois,68,Ohio,61,,
01/15/2003,Sacred Heart,80,Central Connecticut,85,,
01/15/2003,Lafayette,73,Army,59,,
01/15/2003,Colgate,43,Holy Cross,86,,
01/15/2003,Gardner Webb,98,Appalachian St.,99,1,
01/15/2003,Vermont,63,Albany,53,,
01/15/2003,Hartford,52,Binghamton,55,,
01/15/2003,Louisiana Lafayette,58,Providence,67,,
01/15/2003,Villanova,82,St. John's,73,,
01/15/2003,Auburn,67,South Carolina,60,,
01/15/2003,Lehigh,60,Bucknell,56,,
01/15/2003,Mississippi St.,62,Alabama,68,1,
01/15/2003,Centenary,65,Louisiana St.,112,,
01/15/2003,Michigan,61,Ohio St.,50,,
01/15/2003,Minnesota,50,Wisconsin,66,,
01/15/2003,Bethune Cookman,66,Savannah St.,54,,
01/15/2003,NC Asheville,71,Birmingham Southern,88,,
01/15/2003,Evansville,56,Creighton,93,,
01/15/2003,Texas A&M,53,Nebraska,52,,
01/15/2003,Drake,57,Bradley,72,,
01/15/2003,Wichita St.,64,Southern Illinois,69,,
01/15/2003,Illinois St.,46,Southwest Missouri St.,60,,
01/15/2003,Maryland,72,Wake Forest,81,,
01/15/2003,Oregon,69,Portland St.,63,,
01/15/2003,Texas,82,Baylor,71,,
01/15/2003,Wyoming,70,Kansas,98,,
01/15/2003,Kansas St.,63,Colorado,69,,
01/15/2003,Illinois,61,Iowa,68,,
01/15/2003,Utah St.,73,UC Irvine,75,1,
01/15/2003,Clark (GA),81,Morris Brown,84,,
01/16/2003,Boston College,93,North Carolina St.,81,,
01/16/2003,St. Bonaventure,76,Fordham,70,,
01/16/2003,Winthrop,74,Liberty,64,,
01/16/2003,Siena,77,Canisius,84,,
01/16/2003,St. Peter's,75,Niagara,89,,
01/16/2003,Butler,81,Wright St.,70,,
01/16/2003,Loyola Chicago,54,Detroit,72,,
01/16/2003,Manhattan,76,Rider,66,,
01/16/2003,Arkansas Little Rock,88,North Texas,80,1,
01/16/2003,Oakland,86,Missouri Kansas City,65,,
01/16/2003,Chicago St.,73,Western Illinois,75,1,
01/16/2003,Cleveland St.,63,Illinois Chicago,69,,
01/16/2003,Fairleigh Dickinson,83,Wagner,79,,
01/16/2003,South Alabama,64,Middle Tennessee St.,53,,
01/16/2003,Tennessee Martin,88,Southeast Missouri St.,80,1,
01/16/2003,Austin Peay,47,Tennessee Tech,66,,
01/16/2003,Nevada,75,Louisiana Tech,67,,
01/16/2003,New Orleans,59,Western Kentucky,78,,
01/16/2003,Tulsa,79,Texas El Paso,65,,
01/16/2003,IUPUI,63,Oral Roberts,66,,
01/16/2003,Southern Utah,44,Valparaiso,74,,
01/16/2003,Indiana St.,61,Northern Iowa,74,,
01/16/2003,Fresno St.,75,Southern Methodist,73,,
01/16/2003,Murray St.,80,Eastern Illinois,74,,
01/16/2003,Nicholls St.,52,Louisiana Monroe,75,,
01/16/2003,Idaho,55,Long Beach St.,59,,
01/16/2003,Southeast Louisiana,59,Northwestern St.,65,,
01/16/2003,Louisville,87,East Carolina,70,,
01/16/2003,McNeese St.,53,Southwest Texas St.,91,,
01/16/2003,Sam Houston St.,62,Texas Arlington,60,,
01/16/2003,Nevada Las Vegas,77,Brigham Young,85,,
01/16/2003,Arkansas St.,68,Denver,82,,
01/16/2003,Campbell,55,Lipscomb,80,,
01/16/2003,Montana,90,Idaho St.,88,,
01/16/2003,Montana St.,70,Weber St.,78,,
01/16/2003,Lamar,62,Stephen F. Austin,74,,
01/16/2003,Rice,74,Boise St.,65,,
01/16/2003,Pacific,72,Cal Poly,75,,
01/16/2003,Cal St. Northridge,59,UC Santa Barbara,77,,
01/16/2003,California,73,Washington,66,,
01/16/2003,Stanford,73,Washington St.,68,1,
01/16/2003,Northern Arizona,53,Eastern Washington,76,,
01/16/2003,Arizona,81,Southern California,72,,
01/16/2003,Arizona St.,75,UCLA,64,,
01/17/2003,Marist,74,Loyola MD,69,,
01/17/2003,Mercer,61,Troy St.,89,,
01/17/2003,Santa Clara,69,Pepperdine,73,,
01/17/2003,Portland,59,San Francisco,73,,
01/17/2003,San Diego,82,Loyola Marymount,68,,
01/17/2003,Gonzaga,56,St. Mary's,53,,
01/18/2003,Syracuse,60,Pittsburgh,73,,
01/18/2003,Texas Christian,74,Louisville,87,,
01/18/2003,Towson,56,Drexel,85,,
01/18/2003,St. John's,77,Georgetown,72,,
01/18/2003,Miami FL,53,Seton Hall,76,,
01/18/2003,Purdue,82,Penn St.,78,,
01/18/2003,Illinois Chicago,77,Detroit,74,,
01/18/2003,Stetson,70,Central Florida,82,,
01/18/2003,Georgia Southern,83,NC Greensboro,78,,
01/18/2003,Baylor,64,Texas Tech,80,,
01/18/2003,Old Dominion,65,Hofstra,69,,
01/18/2003,Binghamton,64,Maine,79,,
01/18/2003,New Hampshire,58,Northeastern,81,,
01/18/2003,Western Carolina,69,The Citadel,83,,
01/18/2003,East Tennessee St.,67,Virginia Military Inst,62,,
01/18/2003,Toledo,72,Ball St.,77,,
01/18/2003,Duke,72,Maryland,87,,
01/18/2003,Missouri,56,Oklahoma St.,76,,
01/18/2003,Notre Dame,73,Kentucky,88,,
01/18/2003,Mississippi,67,Louisiana St.,57,,
01/18/2003,Miami OH,77,Ohio,65,,
01/18/2003,La Salle,77,St. Bonaventure,87,,
01/18/2003,Fordham,51,Temple,82,,
01/18/2003,Boston University,59,Hartford,58,,
01/18/2003,Michigan St.,69,Minnesota,77,,
01/18/2003,Tulane,54,Cincinnati,77,,
01/18/2003,Buffalo,73,Central Michigan,97,,
01/18/2003,North Carolina A&T,58,Maryland Eastern Shore,82,,
01/18/2003,Youngstown St.,60,Butler,64,,
01/18/2003,Cleveland St.,65,Loyola Chicago,77,,
01/18/2003,St. Francis PA,67,Central Connecticut,68,,
01/18/2003,Gardner Webb,74,Campbell,76,,
01/18/2003,Georgia St.,78,Samford,80,,
01/18/2003,George Mason,70,James Madison,76,,
01/18/2003,St. Louis,59,Houston,72,,
01/18/2003,Michigan,77,Northwestern,70,,
01/18/2003,Evansville,51,Southwest Missouri St.,70,,
01/18/2003,Virginia,77,Clemson,78,,
01/18/2003,Utah,56,San Diego St.,58,,
01/18/2003,Jacksonville St.,69,Belmont,87,,
01/18/2003,Eastern Michigan,79,Northern Illinois,88,,
01/18/2003,Northern Iowa,56,Bradley,71,,
01/18/2003,Wichita St.,69,Illinois St.,66,,
01/18/2003,Army,58,Colgate,86,,
01/18/2003,American,54,Lehigh,57,,
01/18/2003,Bucknell,53,Navy,66,,
01/18/2003,Oklahoma,70,Iowa St.,60,,
01/18/2003,Illinois,66,Indiana,74,,
01/18/2003,Alabama,68,Auburn,77,,
01/18/2003,Richmond,75,Duquesne,69,,
01/18/2003,Charleston Southern,72,Coastal Carolina,69,,
01/18/2003,Manhattan,86,St. Peter's,71,,
01/18/2003,Akron,60,Bowling Green,74,,
01/18/2003,South Carolina St.,85,Howard,80,,
01/18/2003,Florida A&M,76,Hampton,90,,
01/18/2003,Bethune Cookman,49,Norfolk St.,59,,
01/18/2003,Robert Morris,76,Quinnipiac,90,,
01/18/2003,Texas A&M Corpus Chris,93,Centenary,92,,
01/18/2003,Fairleigh Dickinson,62,Sacred Heart,74,,
01/18/2003,Southern Illinois,76,Creighton,85,,
01/18/2003,Connecticut,65,North Carolina,68,,
01/18/2003,Oregon St.,68,Oregon,79,,
01/18/2003,Southern Utah,69,Western Illinois,74,,
01/18/2003,Nicholls St.,61,Northwestern St.,70,,
01/18/2003,Sam Houston St.,70,Stephen F. Austin,77,1,
01/18/2003,McNeese St.,66,Texas San Antonio,51,,
01/18/2003,Lamar,52,Texas Arlington,50,,
01/18/2003,Arizona,87,UCLA,52,,
01/18/2003,Xavier,86,Massachusetts,73,,
01/18/2003,Wofford,68,College of Charleston,78,,
01/18/2003,New Mexico,81,Wyoming,85,1,
01/18/2003,Georgia,81,Arkansas,64,,
01/18/2003,Marquette,67,Charlotte,64,,
01/18/2003,Marshall,58,Kent St.,71,,
01/18/2003,Providence,79,Virginia Tech,92,,
01/18/2003,Winthrop,67,Elon,60,,
01/18/2003,Virginia Commonwealth,83,William & Mary,88,2,
01/18/2003,St. Francis NY,58,MD Baltimore County,73,,
01/18/2003,Stanford,68,Washington,73,,
01/18/2003,Furman,57,Davidson,65,,
01/18/2003,Jacksonville,74,Florida Atlantic,63,,
01/18/2003,Appalachian St.,107,Chattanooga,99,,
01/18/2003,Birmingham Southern,64,High Point,60,,
01/18/2003,Dayton,71,George Washington,61,,
01/18/2003,NC Wilmington,68,Delaware,62,,
01/18/2003,Fairfield,82,Iona,78,,
01/18/2003,Delaware St.,46,Coppin St.,54,,
01/18/2003,Long Island,82,Mount St. Mary's,69,,
01/18/2003,Vanderbilt,66,Tennessee,71,,
01/18/2003,Florida,77,South Carolina,75,,
01/18/2003,Kansas St.,64,Kansas,81,,
01/18/2003,Savannah St.,62,Morris Brown,74,,
01/18/2003,North Carolina St.,70,Florida St.,63,,
01/18/2003,Villanova,110,Rutgers,89,,
01/18/2003,Radford,66,Liberty,81,,
01/18/2003,Wisconsin,53,Ohio St.,52,,
01/18/2003,Arkansas St.,68,North Texas,65,,
01/18/2003,Southern Mississippi,71,UAB,84,,
01/18/2003,South Florida,75,Memphis,74,,
01/18/2003,Columbia,38,Cornell,51,,
01/18/2003,IUPUI,74,Missouri Kansas City,65,,
01/18/2003,Pennsylvania,98,Monmouth,54,N,"Asbury Park, NJ"
01/18/2003,New Orleans,60,Middle Tennessee St.,77,,
01/18/2003,Fresno St.,61,Louisiana Tech,60,,
01/18/2003,South Alabama,69,Western Kentucky,85,,
01/18/2003,Chicago St.,48,Valparaiso,80,,
01/18/2003,Morehead St.,54,Eastern Kentucky,50,,
01/18/2003,Colorado,77,Nebraska,80,1,
01/18/2003,Oakland,75,Oral Roberts,88,,
01/18/2003,Wisconsin Milwaukee,68,Wisconsin Green Bay,79,,
01/18/2003,Indiana St.,54,Drake,68,,
01/18/2003,Florida International,51,Louisiana Lafayette,64,,
01/18/2003,Nevada,76,Southern Methodist,86,1,
01/18/2003,Tennessee Martin,60,Eastern Illinois,68,,
01/18/2003,Murray St.,68,Southeast Missouri St.,78,,
01/18/2003,Alabama St.,53,Alabama A&M,52,,
01/18/2003,Mississippi Valley St.,69,Alcorn St.,76,,
01/18/2003,Grambling,71,Prairie View A&M,73,,
01/18/2003,Arkansas Pine Bluff,44,Southern,52,,
01/18/2003,Jackson St.,50,Texas Southern,65,,
01/18/2003,Air Force,49,Colorado St.,51,,
01/18/2003,California,76,Washington St.,63,,
01/18/2003,San Diego,88,Pepperdine,73,,
01/18/2003,Rice,91,Texas El Paso,63,,
01/18/2003,Montana St.,55,Idaho St.,56,,
01/18/2003,Montana,73,Weber St.,97,,
01/18/2003,Tulsa,74,Boise St.,78,,
01/18/2003,Texas Pan American,50,New Mexico St.,64,,
01/18/2003,Cal St. Northridge,73,Cal Poly,54,,
01/18/2003,Pacific,52,UC Santa Barbara,67,,
01/18/2003,Hawaii,67,San Jose St.,79,,
01/18/2003,sacramento st.,41,Eastern Washington,75,,
01/18/2003,Northern Arizona,60,Portland St.,73,,
01/18/2003,Idaho,45,UC Irvine,58,,
01/18/2003,UC Riverside,47,Cal St. Fullerton,41,,
01/18/2003,Santa Clara,69,Loyola Marymount,75,,
01/18/2003,Portland,54,St. Mary's,69,,
01/18/2003,Utah St.,63,Long Beach St.,55,,
01/18/2003,Arizona St.,74,Southern California,76,,
01/18/2003,Brown,78,Yale,66,,
01/18/2003,Texas A&M,61,Texas,89,,
01/18/2003,Southeast Louisiana,67,Louisiana Monroe,74,,
01/18/2003,Holy Cross,76,Lafayette,70,,
01/19/2003,West Virginia,70,Boston College,75,,
01/19/2003,Saint Joseph's,57,Rhode Island,58,,
01/19/2003,East Carolina,42,DePaul,55,,
01/19/2003,Rider,69,Loyola MD,74,1,
01/19/2003,Arkansas Little Rock,55,Denver,72,,
01/19/2003,Gonzaga,66,San Francisco,56,,
01/19/2003,Albany,87,Stony Brook,92,2,
01/19/2003,North Carolina A&T,72,North Carolina Central,74,N,"Charlotte, NC"
01/19/2003,Georgia Tech,66,Wake Forest,73,,
01/20/2003,Mercer,86,NC Asheville,62,,
01/20/2003,South Carolina St.,71,Maryland Eastern Shore,68,,
01/20/2003,St. Peter's,66,Canisius,73,N,"Albany, NY"
01/20/2003,Connecticut,76,Miami FL,77,,
01/20/2003,Radford,77,Coastal Carolina,73,,
01/20/2003,Akron,59,Miami OH,74,,
01/20/2003,Wagner,63,Monmouth,45,,
01/20/2003,Long Island,76,MD Baltimore County,64,,
01/20/2003,Yale,63,Army,69,,
01/20/2003,Furman,52,College of Charleston,59,,
01/20/2003,Chattanooga,71,Wofford,79,,
01/20/2003,Stetson,64,Florida Atlantic,71,,
01/20/2003,Birmingham Southern,64,Elon,52,,
01/20/2003,Fairfield,80,Siena,71,,
01/20/2003,Delaware St.,72,Morgan St.,80,,
01/20/2003,St. Francis NY,58,Mount St. Mary's,69,,
01/20/2003,Tennessee St.,89,Morehead St.,103,,
01/20/2003,Jacksonville,48,Central Florida,72,,
01/20/2003,Tennessee Tech,82,Tennessee Martin,77,,
01/20/2003,Jacksonville St.,62,Samford,74,,
01/20/2003,Rutgers,66,Georgetown,76,,
01/20/2003,Bethune Cookman,72,Hampton,74,,
01/20/2003,Florida A&M,70,Norfolk St.,65,,
01/20/2003,Arkansas Pine Bluff,50,Alcorn St.,79,,
01/20/2003,Illinois St.,82,Creighton,95,,
01/20/2003,Texas A&M Corpus Chris,73,Arkansas St.,100,,
01/20/2003,Jackson St.,62,Prairie View A&M,65,,
01/20/2003,Mississippi Valley St.,72,Southern,59,,
01/20/2003,Grambling,44,Texas Southern,87,,
01/20/2003,Texas Tech,64,Oklahoma,69,1,
01/20/2003,Air Force,44,Wyoming,46,,
01/20/2003,Brigham Young,80,San Diego St.,69,,
01/20/2003,Texas Dallas,57,Centenary,98,,
01/20/2003,Georgia St.,69,Belmont,66,2,
01/20/2003,Robert Morris,74,Central Connecticut,80,,
01/20/2003,St. Francis PA,61,Quinnipiac,69,,
01/20/2003,Utah,66,Nevada Las Vegas,63,,
01/21/2003,Ohio St.,51,Indiana,69,,
01/21/2003,George Washington,57,Richmond,63,,
01/21/2003,Clemson,59,Florida St.,60,,
01/21/2003,Bucknell,60,Cornell,64,,
01/21/2003,Rider,61,Manhattan,75,,
01/21/2003,Ohio,72,Buffalo,66,,
01/21/2003,Ball St.,91,Eastern Michigan,90,,
01/21/2003,Dartmouth,43,Holy Cross,63,,
01/21/2003,Davidson,60,Virginia Military Inst,61,,
01/21/2003,Appalachian St.,69,Western Carolina,70,,
01/21/2003,Albany,59,Binghamton,86,,
01/21/2003,Notre Dame,71,Providence,65,,
01/21/2003,Virginia,55,Virginia Tech,73,,
01/21/2003,Duquesne,58,Xavier,93,,
01/21/2003,Pennsylvania,76,Lafayette,66,,
01/21/2003,The Citadel,67,Georgia Southern,66,,
01/21/2003,Oklahoma St.,67,Baylor,64,1,
01/21/2003,Iowa St.,59,Missouri,64,,
01/21/2003,IUPU Ft. Wayne,67,Chicago St.,63,,
01/21/2003,Southeast Missouri St.,75,Western Illinois,84,,
01/21/2003,Morris Brown,75,Lipscomb,69,,
01/21/2003,North Carolina A&T,70,Howard,107,,
01/21/2003,Drake,61,Wichita St.,69,,
01/21/2003,Alabama,57,Mississippi,76,,
01/21/2003,Concordia NY,51,Hartford,101,,
01/22/2003,Penn St.,36,Michigan St.,70,,
01/22/2003,Maryland,81,North Carolina,66,,
01/22/2003,Auburn,51,Kentucky,67,,
01/22/2003,Massachusetts,57,La Salle,78,,
01/22/2003,Elon,47,Georgia Tech,66,,
01/22/2003,Fordham,46,Saint Joseph's,79,,
01/22/2003,Boston University,94,New Hampshire,64,,
01/22/2003,Maine,59,Vermont,65,,
01/22/2003,Seton Hall,65,Syracuse,83,,
01/22/2003,Cincinnati,59,East Carolina,53,,
01/22/2003,Towson,53,NC Wilmington,85,,
01/22/2003,George Mason,46,Old Dominion,59,,
01/22/2003,Hofstra,66,William & Mary,51,,
01/22/2003,Toledo,74,Central Michigan,83,,
01/22/2003,Bowling Green,58,Western Michigan,76,,
01/22/2003,Northeastern,67,Stony Brook,72,,
01/22/2003,Guilford,71,NC Greensboro,83,,
01/22/2003,Tulane,84,Texas Christian,93,,
01/22/2003,Bradley,63,Indiana St.,45,,
01/22/2003,Purdue,62,Illinois,75,,
01/22/2003,Tennessee,76,Georgia,81,1,
01/22/2003,DePaul,43,Louisville,71,,
01/22/2003,Temple,71,Rhode Island,68,,
01/22/2003,Boston College,83,Villanova,94,,
01/22/2003,James Madison,58,Virginia Commonwealth,65,,
01/22/2003,Savannah St.,60,Bethune Cookman,50,,
01/22/2003,South Carolina,48,Mississippi St.,64,,
01/22/2003,Vanderbilt,75,Florida,87,,
01/22/2003,West Virginia,65,Marshall,61,N,"Charleston, WV"
01/22/2003,Minnesota,63,Michigan,75,,
01/22/2003,Iowa,61,Wisconsin,74,,
01/22/2003,Nebraska,53,Kansas St.,77,,
01/22/2003,Houston,66,Memphis,77,,
01/22/2003,Loyola Chicago,77,Illinois Chicago,81,,
01/22/2003,Southern Illinois,88,Northern Iowa,78,1,
01/22/2003,Missouri Kansas City,65,Southwest Missouri St.,78,,
01/22/2003,Louisiana St.,65,Arkansas,73,,
01/22/2003,Southern,61,Texas Pan American,71,,
01/22/2003,Duke,71,North Carolina St.,80,,
01/22/2003,Kansas,59,Colorado,60,,
01/22/2003,Stephen F. Austin,77,Texas San Antonio,66,,
01/22/2003,Arizona St.,63,Arizona,71,,
01/22/2003,San Francisco,55,Santa Clara,52,,
01/22/2003,Long Beach St.,77,Cal St. Northridge,85,,
01/22/2003,Western New Mexico,49,New Mexico,107,,
01/23/2003,Wake Forest,75,Virginia,85,,
01/23/2003,Loyola MD,65,Siena,81,,
01/23/2003,Detroit,57,Youngstown St.,49,,
01/23/2003,Valparaiso,72,IUPUI,62,,
01/23/2003,Florida Atlantic,64,Georgia St.,66,,
01/23/2003,Campbell,51,Jacksonville,65,,
01/23/2003,Gardner Webb,63,Stetson,78,,
01/23/2003,Western Illinois,62,Oakland,75,,
01/23/2003,Liberty,57,Charleston Southern,78,,
01/23/2003,Manhattan,93,Fairfield,86,,
01/23/2003,Kent St.,79,Akron,72,,
01/23/2003,Eastern Kentucky,75,Tennessee Martin,85,,
01/23/2003,Central Florida,68,Jacksonville St.,66,,
01/23/2003,Mercer,74,Samford,68,,
01/23/2003,Butler,65,Wisconsin Milwaukee,69,,
01/23/2003,Mount St. Mary's,72,Long Island,69,1,
01/23/2003,Eastern Illinois,80,Austin Peay,87,1,
01/23/2003,Morehead St.,83,Murray St.,76,,
01/23/2003,Morris Brown,73,Tennessee St.,68,,
01/23/2003,Northwestern St.,63,Lamar,79,,
01/23/2003,North Texas,62,New Orleans,74,,
01/23/2003,Drexel,83,Delaware,78,1,
01/23/2003,Creighton,66,Evansville,74,,
01/23/2003,Wright St.,67,Wisconsin Green Bay,69,,
01/23/2003,Denver,50,South Alabama,59,,
01/23/2003,Southern Methodist,89,Rice,83,,
01/23/2003,Louisiana Tech,61,Tulsa,68,,
01/23/2003,Washington,66,Oregon,91,,
01/23/2003,UC Irvine,66,Pacific,62,,
01/23/2003,McNeese St.,75,Nicholls St.,70,,
01/23/2003,Louisiana Monroe,66,Sam Houston St.,83,,
01/23/2003,Southwest Texas St.,58,Texas Arlington,53,,
01/23/2003,Weber St.,64,Northern Arizona,61,,
01/23/2003,Middle Tennessee St.,70,New Mexico St.,68,,
01/23/2003,UC Riverside,58,Utah St.,77,,
01/23/2003,Southern California,68,California,73,,
01/23/2003,Hawaii,55,Fresno St.,56,,
01/23/2003,Idaho St.,67,sacramento st.,62,,
01/23/2003,Cal St. Fullerton,49,Idaho,56,,
01/23/2003,San Jose St.,59,Nevada,86,,
01/23/2003,Washington St.,48,Oregon St.,63,,
01/23/2003,UCLA,51,Stanford,52,,
01/23/2003,Monmouth,65,Sacred Heart,55,,
01/24/2003,Niagara,77,St. Peter's,70,,
01/24/2003,Yale,84,Brown,94,,
01/24/2003,Colgate,55,American,58,,
01/24/2003,Marist,74,Iona,88,,
01/24/2003,Canisius,63,Rider,65,,
01/24/2003,Holy Cross,76,Navy,61,,
01/24/2003,Troy St.,67,Belmont,64,,
01/24/2003,Lafayette,73,Lehigh,85,,
01/24/2003,Gonzaga,70,Portland,67,,
01/24/2003,Appalachian St.,85,Virginia Military Inst,68,,
01/24/2003,Army,38,Bucknell,53,,
01/25/2003,Georgetown,64,Pittsburgh,65,,
01/25/2003,Georgia Tech,71,Duke,91,,
01/25/2003,Dayton,57,Temple,49,,
01/25/2003,Charlotte,79,Cincinnati,83,,
01/25/2003,College of Charleston,58,The Citadel,44,,
01/25/2003,Detroit,70,Cleveland St.,51,,
01/25/2003,NC Wilmington,81,Virginia Commonwealth,50,,
01/25/2003,Illinois,75,Penn St.,63,,
01/25/2003,Arizona,91,Kansas,74,,
01/25/2003,Auburn,79,Georgia,85,,
01/25/2003,Northeastern,72,Boston University,69,,
01/25/2003,Hartford,63,Vermont,55,,
01/25/2003,Northern Illinois,63,Bowling Green,46,,
01/25/2003,Dartmouth,84,Albany,85,3,
01/25/2003,Loyola Chicago,80,IUPU Ft. Wayne,71,,
01/25/2003,Ohio St.,83,Iowa,72,,
01/25/2003,Nebraska,61,Iowa St.,71,,
01/25/2003,Notre Dame,101,Boston College,96,1,
01/25/2003,Villanova,65,Connecticut,74,,
01/25/2003,DePaul,51,Marquette,72,,
01/25/2003,Richmond,62,La Salle,55,,
01/25/2003,St. John's,62,Virginia Tech,59,,
01/25/2003,Akron,52,Western Michigan,68,,
01/25/2003,Illinois Chicago,78,Youngstown St.,76,,
01/25/2003,Chattanooga,69,Furman,83,,
01/25/2003,Southeast Missouri St.,49,Austin Peay,62,,
01/25/2003,Wright St.,59,Wisconsin Milwaukee,74,,
01/25/2003,Memphis,66,St. Louis,69,,
01/25/2003,Louisiana St.,64,Mississippi St.,67,,
01/25/2003,UAB,72,Tulane,75,,
01/25/2003,Ball St.,56,Miami OH,58,,
01/25/2003,Utah,79,Brigham Young,75,,
01/25/2003,Houston,76,Southern Mississippi,75,n,"Biloxi, MS"
01/25/2003,Maryland,52,Clemson,47,,
01/25/2003,Missouri,55,Texas,76,,
01/25/2003,UCLA,69,California,80,,
01/25/2003,Massachusetts,75,George Washington,70,,
01/25/2003,NC Asheville,62,Winthrop,65,,
01/25/2003,Coppin St.,73,Bethune Cookman,69,,
01/25/2003,Maryland Eastern Shore,46,Delaware St.,56,,
01/25/2003,Morgan St.,65,Florida A&M,85,,
01/25/2003,Central Florida,81,Georgia St.,74,2,
01/25/2003,Mount St. Mary's,54,St. Francis NY,73,,
01/25/2003,Norfolk St.,64,South Carolina St.,76,,
01/25/2003,Lipscomb,82,Centenary,93,,
01/25/2003,Kansas St.,66,Texas A&M,79,,
01/25/2003,Nevada Las Vegas,71,Air Force,75,,
01/25/2003,Indiana,47,Purdue,69,,
01/25/2003,Louisville,72,Tennessee,69,,
01/25/2003,Butler,68,Wisconsin Green Bay,53,,
01/25/2003,Oklahoma,67,Baylor,54,,
01/25/2003,Arkansas,54,Mississippi,73,,
01/25/2003,Southern California,72,Stanford,80,,
01/25/2003,Valparaiso,72,Oakland,70,,
01/25/2003,Wagner,101,Robert Morris,80,,
01/25/2003,Arkansas St.,70,Arkansas Little Rock,77,,
01/25/2003,Hofstra,66,Drexel,78,,
01/25/2003,Morehead St.,83,Tennessee Martin,60,,
01/25/2003,St. Bonaventure,86,Duquesne,78,,
01/25/2003,Xavier,75,Fordham,61,,
01/25/2003,High Point,61,Elon,65,,
01/25/2003,South Florida,62,East Carolina,68,,
01/25/2003,William & Mary,58,George Mason,67,,
01/25/2003,James Madison,56,Old Dominion,74,,
01/25/2003,Central Michigan,68,Eastern Michigan,84,,
01/25/2003,Kent St.,74,Toledo,69,,
01/25/2003,Western Illinois,62,IUPUI,76,,
01/25/2003,Central Connecticut,68,Fairleigh Dickinson,57,,
01/25/2003,Quinnipiac,59,Monmouth,79,,
01/25/2003,Sacred Heart,64,St. Francis PA,70,,
01/25/2003,NC Greensboro,72,Davidson,83,,
01/25/2003,Georgia Southern,87,Western Carolina,82,,
01/25/2003,East Tennessee St.,81,Wofford,61,,
01/25/2003,Gardner Webb,75,Jacksonville,87,,
01/25/2003,Campbell,57,Stetson,69,,
01/25/2003,Birmingham Southern,70,Savannah St.,58,,
01/25/2003,Liberty,55,Coastal Carolina,54,,
01/25/2003,Texas Arlington,62,Stephen F. Austin,76,,
01/25/2003,Buffalo,77,Marshall,87,,
01/25/2003,Hampton,66,North Carolina A&T,61,,
01/25/2003,Kentucky,63,Alabama,46,,
01/25/2003,Florida Atlantic,77,Jacksonville St.,83,,
01/25/2003,Cornell,55,Columbia,53,,
01/25/2003,Saint Joseph's,66,Pennsylvania,48,,
01/25/2003,Oral Roberts,76,Missouri Kansas City,62,,
01/25/2003,Louisiana Monroe,56,Lamar,81,,
01/25/2003,Northwestern St.,62,Sam Houston St.,76,,
01/25/2003,Nicholls St.,54,Southeast Louisiana,58,,
01/25/2003,Texas Pan American,60,Texas A&M Corpus Chris,77,,
01/25/2003,Southern Methodist,86,Tulsa,84,1,
01/25/2003,Northwestern,57,Minnesota,74,,
01/25/2003,Texas Southern,74,Arkansas Pine Bluff,57,,
01/25/2003,Denver,65,New Orleans,75,,
01/25/2003,Illinois St.,74,Evansville,85,,
01/25/2003,Wichita St.,64,Bradley,60,,
01/25/2003,Southwest Missouri St.,70,Northern Iowa,53,,
01/25/2003,Indiana St.,48,Southern Illinois,60,,
01/25/2003,North Texas,71,South Alabama,76,,
01/25/2003,Middle Tennessee St.,65,Louisiana Lafayette,71,,
01/25/2003,Louisiana Tech,92,Rice,93,,
01/25/2003,Eastern Kentucky,80,Murray St.,92,,
01/25/2003,Tennessee St.,65,Tennessee Tech,91,,
01/25/2003,Alcorn St.,66,Alabama A&M,65,,
01/25/2003,Jackson St.,95,Grambling,97,,
01/25/2003,Prairie View A&M,68,Mississippi Valley St.,87,,
01/25/2003,Southern,60,Alabama St.,78,,
01/25/2003,Washington St.,66,Oregon,76,,
01/25/2003,Wyoming,79,Colorado St.,77,,
01/25/2003,Texas San Antonio,76,Southwest Texas St.,85,,
01/25/2003,San Diego St.,62,New Mexico,66,,
01/25/2003,Montana,58,Montana St.,62,,
01/25/2003,Idaho St.,62,Northern Arizona,65,,
01/25/2003,Western Kentucky,82,New Mexico St.,92,,
01/25/2003,Cal St. Fullerton,60,Utah St.,61,,
01/25/2003,Boise St.,78,Texas El Paso,85,1,
01/25/2003,Chicago St.,64,Southern Utah,65,,
01/25/2003,Cal Poly,61,UC Santa Barbara,70,,
01/25/2003,San Francisco,69,San Diego,74,,
01/25/2003,St. Mary's,63,Santa Clara,66,,
01/25/2003,San Jose St.,48,Fresno St.,59,,
01/25/2003,Long Beach St.,60,Pacific,93,,
01/25/2003,Portland St.,51,Eastern Washington,75,,
01/25/2003,UC Irvine,63,Cal St. Northridge,69,,
01/25/2003,Weber St.,65,sacramento st.,53,,
01/25/2003,UC Riverside,53,Idaho,56,,
01/25/2003,Hawaii,65,Nevada,73,,
01/25/2003,Washington,62,Oregon St.,82,,
