date,visitor,visitor_score,home,home_score,notes,location
11/30/2002,Central Florida,72,Maine,55,N,"New Orleans, LA"
11/30/2002,Mount St. Mary's,57,Columbia,48,N,"Washington, DC"
11/30/2002,Wyoming,72,Loyola Marymount,65,N,"Anchorage, AK"
11/30/2002,Asbury,54,Morehead St.,100,,
11/30/2002,North Carolina A&T,58,Radford,67,1,
11/30/2002,Lehigh,50,Hofstra,63,,
11/30/2002,James Madison,67,West Virginia,70,,
11/30/2002,William & Mary,51,East Carolina,66,,
11/30/2002,Mississippi,56,George Mason,49,,
11/30/2002,Boston University,65,Dartmouth,53,,
11/30/2002,Toledo,61,Youngstown St.,69,,
11/30/2002,Ball St.,45,Butler,71,,
11/30/2002,California,73,Cleveland St.,64,1,
11/30/2002,Morgan St.,75,Fairleigh Dickinson,91,,
11/30/2002,Middle Tennessee St.,58,NC Greensboro,70,,
11/30/2002,Charleston Southern,68,Stetson,62,,
11/30/2002,Appalachian St.,56,South Carolina,71,,
11/30/2002,Drexel,73,Monmouth,68,,
11/30/2002,St Andrews,80,Georgia St.,95,,
11/30/2002,North Georgia,85,Georgia Southern,112,,
11/30/2002,Arkansas Pine Bluff,49,Pittsburgh,89,,
11/30/2002,Savannah St.,57,Miami FL,91,,
11/30/2002,Ohio,68,Providence,91,,
11/30/2002,Charlotte,60,Richmond,64,1,
11/30/2002,Florida International,68,Princeton,65,1,
11/30/2002,St. John's,81,Fairfield,68,,
11/30/2002,Baylor,62,Houston,60,n,"Houston, TX"
11/30/2002,Cincinnati,69,Dayton,75,,
11/30/2002,Duquesne,39,Maryland,89,,
11/30/2002,Prairie View A&M,63,Oklahoma,75,,
11/30/2002,Alcorn St.,72,Jacksonville St.,75,,
11/30/2002,Coppin St.,37,North Carolina St.,58,,
11/30/2002,South Alabama,78,Southern Mississippi,89,,
11/30/2002,Texas A&M Corpus Chris,78,Lamar,94,,
11/30/2002,Washington St.,83,Texas Christian,86,,
11/30/2002,Illinois Chicago,78,Illinois St.,65,,
11/30/2002,Northwestern,59,Kansas St.,55,,
11/30/2002,Lipscomb,77,Troy St.,95,,
11/30/2002,Bucknell,77,George Washington,80,,
11/30/2002,Rollins College,57,New Orleans,65,,
11/30/2002,Tennessee St.,51,Iowa,84,,
11/30/2002,Wichita St.,71,Oral Roberts,76,,
11/30/2002,Northern Illinois,67,Valparaiso,78,,
11/30/2002,Chattanooga,82,Bradley,70,,
11/30/2002,Texas Tech,83,Texas El Paso,60,,
11/30/2002,Evansville,89,Eastern Illinois,94,,
11/30/2002,Rhode Island,48,Buffalo,57,,
11/30/2002,Loyola New Orleans,53,Nicholls St.,66,,
11/30/2002,Northwestern St.,63,Centenary,64,,
11/30/2002,Idaho St.,58,Sam Houston St.,65,,
11/30/2002,Pacific,69,Oregon,88,,
11/30/2002,Rice,56,Brigham Young,95,,
11/30/2002,Nevada,70,Weber St.,73,,
11/30/2002,New Mexico,58,New Mexico St.,59,,
11/30/2002,sacramento st.,68,Southern Utah,74,,
11/30/2002,UC Santa Cruz,76,Northern Arizona,100,,
11/30/2002,Michigan St.,61,Oklahoma St.,64,N,"Anchorage, AK"
11/30/2002,Idaho,67,Boise St.,75,,
11/30/2002,San Diego St.,65,Cal Poly,62,,
11/30/2002,San Francisco,47,Cal Santa Barbara,70,,
11/30/2002,Portland St.,54,Portland,66,,
11/30/2002,San Jose St.,71,Santa Clara,69,,
11/30/2002,San Diego,84,UC Riverside,64,,
11/30/2002,Washington,61,Nevada Las Vegas,82,,
11/30/2002,UC Irvine,74,Pepperdine,69,,
11/30/2002,Drake,61,Utah St.,73,N,"Hilo, HI"
11/30/2002,St. Mary's,65,Fresno St.,67,,
11/30/2002,College of Charleston,71,Villanova,69,N,"Anchorage, AK"
11/30/2002,Vermont,66,Hawaii Hilo,69,,
12/01/2002,Connecticut,76,Vanderbilt,70,,
12/01/2002,Lehigh,66,Texas Pan American,52,N,"Hempstead, NY"
12/01/2002,North Texas,58,Indiana,84,,
12/01/2002,Gardner Webb,53,Georgia Tech,75,,
12/01/2002,Yale,84,Penn St.,68,,
12/01/2002,Virginia Military Inst,76,St. Francis PA,59,,
12/01/2002,Long Island,58,Delaware,87,,
12/01/2002,Air Force,47,Tennessee Tech,60,,
12/01/2002,Boston College,70,Holy Cross,71,N,"Worcester, MA"
12/01/2002,Old Dominion,47,Saint Joseph's,63,,
12/01/2002,Wisconsin Milwaukee,79,Maine,63,N,"New Orleans, LA"
12/01/2002,Quinnipiac,71,Hofstra,68,,
12/01/2002,Washington College,51,Davidson,114,,
12/01/2002,Western Illinois,56,Illinois,85,,
12/01/2002,Auburn,70,Western Kentucky,89,N,"Nashville, TN"
12/01/2002,Texas San Antonio,53,Nebraska,69,,
12/01/2002,Army,75,Sacred Heart,73,,
12/01/2002,Southeast Missouri St.,60,Tulane,81,,
12/01/2002,West Alabama,71,UAB,97,,
12/01/2002,Drake,83,Vermont,78,2N,"Hilo, HI"
12/01/2002,Indiana St.,49,Central Florida,50,N,"New Orleans, LA"
12/01/2002,Temple,76,Wake Forest,83,,
12/01/2002,Howard,80,Cal St. Northridge,101,,
12/01/2002,Utah St.,71,Hawaii Hilo,60,,
12/01/2002,Winthrop,67,Montana St.,64,,
12/02/2002,Concordia (MI),80,Eastern Michigan,115,,
12/02/2002,Rhode Island College,51,Stony Brook,95,,
12/02/2002,Reinhardt,62,Mercer,85,,
12/02/2002,Marquette,71,Notre Dame,92,,
12/02/2002,Wofford,79,Virginia Tech,77,,
12/02/2002,Duquesne,72,George Mason,79,,
12/02/2002,Alcorn St.,62,South Florida,81,,
12/02/2002,Ohio,75,Brown,71,,
12/02/2002,Fairleigh Dickinson,61,Loyola MD,56,,
12/02/2002,Detroit,55,Western Michigan,71,,
12/02/2002,Bluefield,68,Elon,77,,
12/02/2002,Ithaca College,66,Cornell,83,,
12/02/2002,Charleston Southern,68,The Citadel,56,,
12/02/2002,Coastal Carolina,60,Georgetown,87,,
12/02/2002,Western Carolina,72,NC Asheville,77,,
12/02/2002,NC Wilmington,60,Fairfield,69,1,
12/02/2002,Massachusetts,45,Central Connecticut,46,,
12/02/2002,New Hampshire,68,Mount St. Mary's,70,,
12/02/2002,Temple,47,South Carolina,66,,
12/02/2002,Loyola New Orleans,63,McNeese St.,102,,
12/02/2002,Tougaloo,80,Louisiana Monroe,85,,
12/02/2002,sacramento st.,60,Missouri,98,,
12/02/2002,Alabama A&M,58,Mississippi St.,100,,
12/02/2002,Marshall,56,Rutgers,75,,
12/02/2002,St. Francis NY,76,Seton Hall,84,,
12/02/2002,Jackson St.,63,Iowa St.,85,,
12/02/2002,Oakland,65,Texas A&M,71,,
12/02/2002,Southeast Louisiana,47,Auburn,77,,
12/02/2002,Navy,61,Belmont,68,,
12/02/2002,Jacksonville,57,New Orleans,90,,
12/02/2002,Oral Roberts,77,Tennessee St.,69,,
12/02/2002,IUPU Ft. Wayne,79,Lipscomb,73,,
12/02/2002,Stetson,59,Birmingham Southern,75,,
12/02/2002,Valparaiso,50,Cincinnati,76,,
12/02/2002,Chattanooga,75,Illinois St.,68,,
12/02/2002,Samford,68,Arkansas St.,67,,
12/02/2002,Wiley,80,Grambling,102,,
12/02/2002,Iowa,67,Florida St.,80,,
12/02/2002,Northeastern,88,New Mexico,90,,
12/02/2002,Washington,89,Gonzaga,95,1,
12/02/2002,Southern,71,San Francisco,82,,
12/02/2002,Morris Brown,56,Cal St. Fullerton,74,,
12/02/2002,Cal Poly,60,Oregon St.,81,,
12/02/2002,California San Diego,57,San Diego St.,87,,
12/02/2002,Pepperdine,65,Long Beach St.,63,,
12/03/2002,Florida,66,West Virginia,68,n,"Charleston, WV"
12/03/2002,Ohio St.,76,Duke,91,n,"Greensboro, NC"
12/03/2002,Manhattan,85,Fordham,57,,
12/03/2002,Colgate,68,Syracuse,98,,
12/03/2002,American,72,Liberty,67,1,
12/03/2002,East Carolina,87,Radford,42,,
12/03/2002,Central Michigan,85,Michigan,78,,
12/03/2002,La Salle,67,James Madison,59,,
12/03/2002,Binghamton,61,Dartmouth,67,,
12/03/2002,Boston University,68,Harvard,61,,
12/03/2002,IUPUI,69,Ball St.,85,,
12/03/2002,Siena,55,Toledo,59,,
12/03/2002,Princeton,60,Monmouth,57,,
12/03/2002,George Washington,77,Florida International,63,,
12/03/2002,Miami FL,73,Florida Atlantic,74,1,
12/03/2002,Sacred Heart,78,Connecticut,116,,
12/03/2002,Purdue,59,Xavier,74,,
12/03/2002,Norfolk St.,51,Pittsburgh,96,,
12/03/2002,Penn St.,70,Clemson,79,,
12/03/2002,Pennsylvania,59,Delaware,60,,
12/03/2002,North Carolina A&T,48,Virginia Commonwealth,76,,
12/03/2002,Wagner,81,Iona,87,,
12/03/2002,Towson,56,Rider,68,,
12/03/2002,Bethune Cookman,71,Florida A&M,69,,
12/03/2002,Canisius,71,Bucknell,67,,
12/03/2002,Drexel,65,Lafayette,47,,
12/03/2002,High Point,64,Kentucky,84,,
12/03/2002,Arkansas Little Rock,49,Memphis,73,,
12/03/2002,Delaware St.,44,Louisiana St.,65,,
12/03/2002,Centenary,75,Stephen F. Austin,69,,
12/03/2002,Georgia Southern,74,Savannah St.,62,,
12/03/2002,Western Kentucky,76,Evansville,81,1,
12/03/2002,Chicago St.,58,Wisconsin Green Bay,69,,
12/03/2002,Murray St.,56,Southern Illinois,85,,
12/03/2002,Troy St.,74,Arkansas,66,,
12/03/2002,Western Illinois,63,Eastern Illinois,76,,
12/03/2002,NC Greensboro,61,Alabama,89,,
12/03/2002,Lamar,80,Texas Southern,87,,
12/03/2002,Loyola Chicago,94,Texas A&M Corpus Chris,77,,
12/03/2002,Maryland,74,Indiana,80,1n,"Indianapolis, IN"
12/03/2002,St. Louis,58,Arizona,91,,
12/03/2002,Georgia,71,Colorado,70,,
12/03/2002,Winthrop,42,Utah,72,,
12/03/2002,Missouri Kansas City,66,Denver,83,,
12/03/2002,Mississippi Valley St.,91,Delta St.,94,1,
12/03/2002,West Alabama,50,Colorado St.,82,,
12/03/2002,Texas Tech,84,Texas Christian,66,,
12/03/2002,Maryland Eastern Shore,63,New Mexico St.,81,,
12/03/2002,North Carolina,65,Illinois,92,,
12/03/2002,Southern California,53,UC Santa Barbara,69,,
12/03/2002,Howard,70,California,80,,
12/03/2002,Concordia (OR),73,Eastern Washington,89,,
12/03/2002,Cascade,71,Portland St.,66,,
12/03/2002,Great Falls,57,Montana St.,90,,
12/04/2002,Georgia Tech,63,Minnesota,64,,
12/04/2002,Eastern Kentucky,74,Morris Brown,61,,
12/04/2002,St. Bonaventure,96,Boston College,105,1,
12/04/2002,Stony Brook,65,Columbia,56,,
12/04/2002,Dayton,63,Miami OH,78,,
12/04/2002,Old Dominion,70,Hampton,77,,
12/04/2002,Youngstown St.,56,St. Francis PA,70,,
12/04/2002,Cornell,49,Lehigh,66,,
12/04/2002,Furman,64,Georgia St.,70,,
12/04/2002,Kent St.,82,Rhode Island,63,,
12/04/2002,Vermont,60,Providence,71,,
12/04/2002,UAB,68,Richmond,72,,
12/04/2002,Temple,80,Charlotte,91,,
12/04/2002,Cleveland St.,68,Akron,65,,
12/04/2002,George Mason,68,Coppin St.,45,,
12/04/2002,Northwestern,49,North Carolina St.,74,,
12/04/2002,Carnegie Mellon,55,Robert Morris,68,,
12/04/2002,Belhaven,45,Southeast Louisiana,88,,
12/04/2002,Jackson St.,56,Mississippi St.,71,,
12/04/2002,Austin Peay,46,Mississippi,74,,
12/04/2002,Southwest Texas St.,71,Baylor,92,,
12/04/2002,Arkansas Pine Bluff,39,Kansas St.,76,,
12/04/2002,Tennessee,66,Texas A&M,83,,
12/04/2002,Buffalo,59,Bowling Green,76,,
12/04/2002,East Tennessee St.,75,Vanderbilt,86,,
12/04/2002,Tennessee Tech,70,Middle Tennessee St.,66,,
12/04/2002,Central Missouri St.,70,Kansas,97,,
12/04/2002,Oakland City,66,Southeast Missouri St.,88,,
12/04/2002,St. Mary's (TX),67,Texas San Antonio,81,,
12/04/2002,North Georgia,67,South Alabama,92,,
12/04/2002,Wichita St.,69,Tulsa,80,,
12/04/2002,Drake,62,Northern Illinois,77,,
12/04/2002,Southern Methodist,62,Oral Roberts,75,,
12/04/2002,Creighton,65,Northern Iowa,52,,
12/04/2002,Arkansas Monticello,64,Texas Arlington,87,,
12/04/2002,Texas El Paso,47,Houston,56,,
12/04/2002,Morehead St.,74,Wright St.,80,,
12/04/2002,Virginia,75,Michigan St.,82,,
12/04/2002,South Carolina St.,65,Auburn,85,,
12/04/2002,Brigham Young,64,Arizona St.,60,,
12/04/2002,Northeastern,56,Northern Arizona,71,,
12/04/2002,Menlo College,56,Idaho St.,72,,
12/04/2002,Long Beach St.,67,Southern Utah,79,,
12/04/2002,Albertson,50,Boise St.,52,,
12/04/2002,Wake Forest,90,Wisconsin,80,,
12/04/2002,Portland,66,Oregon,96,,
12/04/2002,Cal St. Northridge,64,San Diego,61,,
12/04/2002,Santa Clara,55,Fresno St.,70,,
12/04/2002,Nevada Las Vegas,82,Nevada,80,,
12/04/2002,San Francisco,57,sacramento st.,62,,
12/04/2002,Loyola Marymount,66,UC Irvine,81,,
12/04/2002,Pepperdine,90,Cal St. Fullerton,87,,
12/04/2002,Washington St.,58,Idaho,62,,
12/04/2002,San Jose St.,62,St. Mary's,94,,
12/04/2002,Adrian,69,Oakland,88,,
12/04/2002,Johns Hopkins,66,Navy,61,,
12/05/2002,Boston University,49,Saint Joseph's,71,,
12/05/2002,Virginia Military Inst,66,Virginia Tech,71,,
12/05/2002,Nebraska,60,South Florida,65,,
12/05/2002,Niagara,60,Loyola MD,53,,
12/05/2002,Mount St. Mary's,53,MD Baltimore County,68,,
12/05/2002,Alabama St.,82,Georgia St.,77,1,
12/05/2002,Georgia Southern,72,Mercer,80,,
12/05/2002,Butler,65,Indiana St.,45,,
12/05/2002,High Point,67,The Citadel,82,,
12/05/2002,South Carolina,59,Georgetown,67,,
12/05/2002,Florida Atlantic,72,Virginia Commonwealth,90,,
12/05/2002,Iona,78,Fairfield,83,1,
12/05/2002,Marist,72,Rider,70,1,
12/05/2002,Yale,88,Sacred Heart,69,,
12/05/2002,Texas College,81,Birmingham Southern,86,2,
12/05/2002,Hartford,52,Oklahoma St.,65,,
12/05/2002,Tulane,67,New Orleans,80,,
12/05/2002,Tennessee St.,85,Lipscomb,97,,
12/05/2002,Union (Tenn.),60,Tennessee Martin,72,,
12/05/2002,Texas Pan American,44,Air Force,65,,
12/05/2002,Gonzaga,75,Montana,67,,
12/05/2002,Wyoming,70,Washington,79,,
12/06/2002,San Diego,81,IUPUI,74,,
12/06/2002,Weber St.,72,North Texas,76,N,"Rock Hill, SC"
12/06/2002,Binghamton,74,Denver,69,N,"Ames, IA"
12/06/2002,Jacksonville,61,Southern Mississippi,62,N,"Iowa City, IA"
12/06/2002,Florida,58,Florida St.,57,,
12/06/2002,Cornell,62,Syracuse,85,,
12/06/2002,Radford,49,American,73,,
12/06/2002,Maryland Eastern Shore,61,Cleveland St.,81,,
12/06/2002,New Hampshire,68,Colgate,87,,
12/06/2002,Wisconsin Milwaukee,61,Florida International,48,,
12/06/2002,Army,44,Columbia,58,,
12/06/2002,Bethune Cookman,52,Minnesota,79,,
12/06/2002,Middle Tennessee St.,56,Purdue,85,,
12/06/2002,Morris Brown,54,Winthrop,62,,
12/06/2002,Western Illinois,44,Iowa St.,59,,
12/06/2002,IUPU Ft. Wayne,66,New Mexico,91,,
12/06/2002,Montana St.,44,Iowa,65,,
12/06/2002,Samford,49,Southwest Missouri St.,80,,
12/07/2002,Boston College,80,Massachusetts,62,,
12/07/2002,Yale,70,Manhattan,69,1n,"New York, NY"
12/07/2002,Nevada Las Vegas,74,Wisconsin,91,,
12/07/2002,Illinois,62,Arkansas,58,n,"N. Little Rock, AR"
12/07/2002,Virginia Wise,66,Virginia Military Inst,77,,
12/07/2002,Virginia Intermont,56,Wofford,86,,
12/07/2002,Texas,100,George Washington,92,n,"Washington, DC"
12/07/2002,Pittsburgh,82,Penn St.,60,,
12/07/2002,Illinois Chicago,62,Indiana,91,,
12/07/2002,Drexel,37,Saint Joseph's,50,N,"Philadelphia, PA"
12/07/2002,Monmouth,70,Hofstra,57,,
12/07/2002,Rhode Island,73,Providence,71,,
12/07/2002,Tennessee Tech,64,Ohio St.,71,,
12/07/2002,Wright St.,59,Ball St.,66,,
12/07/2002,Marshall,75,Northern Illinois,57,,
12/07/2002,Kentucky,98,North Carolina,81,,
12/07/2002,Appalachian St.,78,Marquette,101,,
12/07/2002,Louisiana Tech,38,Mississippi St.,78,,
12/07/2002,St. Bonaventure,68,Alabama,77,,
12/07/2002,Fairfield,45,DePaul,73,,
12/07/2002,South Alabama,79,Louisville,90,,
12/07/2002,Lehigh,72,Harvard,84,,
12/07/2002,Illinois St.,61,Kent St.,76,,
12/07/2002,Colorado,62,Missouri Kansas City,59,,
12/07/2002,Valparaiso,62,Loyola Chicago,80,,
12/07/2002,Texas Arlington,59,Houston,60,,
12/07/2002,Bowling Green,60,Northwestern,62,,
12/07/2002,Nicholls St.,35,Texas Tech,107,,
12/07/2002,Georgia Tech,67,Marist,53,n,"New York, NY"
12/07/2002,Northwestern St.,55,Wichita St.,74,,
12/07/2002,Hartford,52,Oklahoma,92,,
12/07/2002,Villanova,74,La Salle,71,,
12/07/2002,McNeese St.,72,Louisiana St.,93,,
12/07/2002,Tennessee Martin,99,Lipscomb,90,1,
12/07/2002,Butler,77,Evansville,64,,
12/07/2002,Brigham Young,64,Creighton,74,,
12/07/2002,Lamar,45,Rice,62,,
12/07/2002,St. Francis PA,54,Bucknell,57,,
12/07/2002,Kansas,78,Oregon,84,n,"Portland, OR"
12/07/2002,Notre Dame,79,Maryland,67,n,"Washington, DC"
12/07/2002,Michigan,59,Duke,81,,
12/07/2002,Manhattanville,34,Quinnipiac,58,,
12/07/2002,Xavier,50,Cincinnati,44,,
12/07/2002,Western Michigan,39,Miami OH,44,,
12/07/2002,Maine,61,Clemson,73,,
12/07/2002,Mount St. Mary's,77,Duquesne,63,,
12/07/2002,Fordham,58,St. John's,81,,
12/07/2002,NC Greensboro,54,West Virginia,64,,
12/07/2002,Fairleigh Dickinson,75,Delaware St.,83,,
12/07/2002,St. Francis NY,88,Howard,67,,
12/07/2002,NC Asheville,69,East Tennessee St.,87,,
12/07/2002,Louisiana Monroe,71,Centenary,92,,
12/07/2002,Western St. (CO),60,Northern Arizona,74,,
12/07/2002,Hillsdale,50,Detroit,70,,
12/07/2002,Alcorn St.,58,Arkansas Little Rock,68,,
12/07/2002,Georgia,78,California,73,1n,"Anaheim, CA"
12/07/2002,Texas A&M,83,Prairie View A&M,78,2,
12/07/2002,Morris Brown,56,Weber St.,65,N,"Rock Hill, SC"
12/07/2002,Lyon College,55,Arkansas St.,120,,
12/07/2002,Middle Tennessee St.,64,IUPUI,60,N,"West Lafayette, IN"
12/07/2002,Texas Christian,72,Baylor,64,,
12/07/2002,South Carolina Aiken,59,College of Charleston,91,,
12/07/2002,Western Illinois,48,Denver,75,N,"Ames, IA"
12/07/2002,Jacksonville,55,Montana St.,64,N,"Iowa City, IA"
12/07/2002,Missouri,78,Southern California,72,n,"Anaheim, CA"
12/07/2002,Wagner,85,Connecticut,97,,
12/07/2002,Navy,59,Coastal Carolina,63,,
12/07/2002,Western Carolina,63,Liberty,66,,
12/07/2002,Niagara,45,George Mason,65,,
12/07/2002,Akron,82,James Madison,84,,
12/07/2002,East Carolina,75,Old Dominion,67,,
12/07/2002,Virginia Tech,52,William & Mary,60,,
12/07/2002,Holy Cross,72,Brown,56,,
12/07/2002,Canisius,63,Siena,71,,
12/07/2002,Ohio,71,Toledo,78,,
12/07/2002,Norfolk St.,62,Hampton,72,S,
12/07/2002,Charlotte,56,Davidson,75,,
12/07/2002,North Texas,65,Winthrop,56,,
12/07/2002,Eastern Illinois,57,Indiana St.,63,,
12/07/2002,Florida International,54,Samford,64,,
12/07/2002,Coppin St.,73,Morgan St.,59,,
12/07/2002,Richmond,68,Virginia Commonwealth,73,1,
12/07/2002,Central Florida,54,Florida A&M,55,,
12/07/2002,Shepherd,55,Eastern Kentucky,78,,
12/07/2002,Buffalo,48,Youngstown St.,63,,
12/07/2002,Knoxville,63,Austin Peay,86,,
12/07/2002,NC Wilmington,48,Dayton,59,,
12/07/2002,Furman,55,Memphis,72,,
12/07/2002,Temple,46,Pennsylvania,71,,
12/07/2002,Western Kentucky,72,Murray St.,83,,
12/07/2002,Southern Illinois,85,Southeast Missouri St.,69,,
12/07/2002,Princeton,89,Lafayette,75,,
12/07/2002,Tulane,46,Vanderbilt,66,,
12/07/2002,Troy St.,80,Alabama St.,71,,
12/07/2002,Utah St.,57,Jackson St.,63,,
12/07/2002,Southeast Louisiana,69,New Orleans,77,,
12/07/2002,Morehead St.,98,Texas A&M Corpus Chris,88,,
12/07/2002,Oral Roberts,85,Mississippi Valley St.,75,,
12/07/2002,San Diego,65,Purdue,95,,
12/07/2002,Kansas St.,64,Wisconsin Green Bay,68,,
12/07/2002,Arkansas Monticello,70,Bradley,107,,
12/07/2002,Texas Pan American,42,St. Louis,57,,
12/07/2002,South Carolina St.,88,Alabama A&M,75,,
12/07/2002,Stephen F. Austin,75,Texas Southern,80,,
12/07/2002,Arizona,89,San Diego St.,81,,
12/07/2002,UC Santa Barbara,68,Pepperdine,72,,
12/07/2002,Gardner Webb,63,Colorado St.,90,,
12/07/2002,Arizona St.,55,Utah,78,,
12/07/2002,Binghamton,56,Iowa St.,86,,
12/07/2002,Southern Mississippi,63,Iowa,65,,
12/07/2002,Wisconsin Milwaukee,86,Southwest Missouri St.,77,,
12/07/2002,New Mexico St.,78,Texas El Paso,65,,
12/07/2002,Boise St.,73,Southern Utah,71,,
12/07/2002,Cal St. Monterey Bay,52,San Jose St.,70,,
12/07/2002,sacramento st.,73,Cal Poly,66,,
12/07/2002,Gonzaga,110,Washington St.,104,1,
12/07/2002,Oregon St.,71,Portland,64,,
12/07/2002,Fresno St.,74,San Francisco,71,,
12/07/2002,Washington,72,Santa Clara,55,,
12/07/2002,Idaho,62,Eastern Washington,67,,
12/07/2002,Pacific,54,Nevada,83,,
12/07/2002,Cal St. Fullerton,68,Loyola Marymount,75,,
12/07/2002,Portland St.,51,St. Mary's,75,,
12/07/2002,Pomona Pitzer,23,UC Irvine,91,,
12/07/2002,Bethany (CA),51,Cal St. Northridge,117,,
12/07/2002,Stetson,82,Jacksonville St.,101,,
12/08/2002,Maryland,93,George Washington,82,N,"Washington, DC"
12/08/2002,Cleveland St.,47,Michigan St.,79,,
12/08/2002,New Hampshire,78,Cornell,62,,
12/08/2002,Air Force,70,Georgia Southern,56,,
12/08/2002,Miami FL,55,Florida St.,72,,
12/08/2002,Drake,61,Central Michigan,73,,
12/08/2002,Long Island,78,Colgate,70,,
12/08/2002,Louisiana Lafayette,86,Birmingham Southern,92,,
12/08/2002,Minnesota,60,Nebraska,80,,
12/08/2002,Notre Dame,98,Texas,92,N,"Washington, DC"
12/08/2002,Montana Tech,52,Montana,66,,
12/08/2002,South Florida,52,Florida,68,,
12/08/2002,Rutgers,70,Auburn,82,,
12/08/2002,Northwestern St.,51,Oklahoma St.,77,,
12/08/2002,Long Beach St.,58,UCLA,81,,
12/08/2002,South Carolina,64,North Carolina St.,76,,
12/09/2002,FDU Florham,45,Bucknell,72,,
12/09/2002,Montana St. Northern,54,Southern Utah,83,,
12/09/2002,Boise St.,61,Wyoming,74,,
12/09/2002,Miami OH,58,Xavier,68,,
12/09/2002,Vanderbilt,56,Indiana,73,,
12/09/2002,Delaware,59,Saint Joseph's,77,,
12/09/2002,Howard,58,American,61,,
12/09/2002,Virginia Tech,60,East Carolina,76,,
12/09/2002,Siena,81,St. Peter's,63,,
12/09/2002,Albany,47,Army,43,,
12/09/2002,Columbia,51,Lehigh,67,,
12/09/2002,Maine,82,Morgan St.,61,,
12/09/2002,Oglethorpe,55,The Citadel,95,,
12/09/2002,Wisconsin Green Bay,67,Missouri,88,,
12/09/2002,Brown,48,Rhode Island,67,,
12/09/2002,Houston,59,Southwest Texas St.,68,,
12/09/2002,Savannah St.,78,Alabama A&M,97,,
12/10/2002,Rochester College,48,Eastern Michigan,97,,
12/10/2002,North Greenville,81,Western Carolina,96,,
12/10/2002,Massachusetts,48,Connecticut,59,,
12/10/2002,NC Greensboro,65,Syracuse,92,,
12/10/2002,Virginia Military Inst,69,Liberty,77,,
12/10/2002,Boston College,85,Iowa St.,78,,
12/10/2002,St. Bonaventure,72,Davidson,77,,
12/10/2002,Greensboro,47,Appalachian St.,80,,
12/10/2002,Aquinas,84,IUPU Ft. Wayne,78,,
12/10/2002,Bradley,70,Butler,75,,
12/10/2002,Villanova,58,Pennsylvania,72,N,"Philadelphia, PA"
12/10/2002,Fairfield,86,Marist,77,,
12/10/2002,Harvard,85,Rider,82,3,
12/10/2002,Mercer,89,Morris Brown,67,,
12/10/2002,Eastern Illinois,68,Illinois,80,,
12/10/2002,Arkansas Little Rock,84,Minnesota,86,1,
12/10/2002,Texas Christian,87,North Texas,80,,
12/10/2002,MD Baltimore County,43,Loyola MD,62,,
12/10/2002,Missouri Kansas City,75,Loyola Chicago,86,,
12/10/2002,Northern Iowa,54,Iowa,63,,
12/10/2002,Louisiana Tech,60,Arkansas,72,,
12/10/2002,Ohio,65,DePaul,73,,
12/10/2002,Dickinson St.,74,Montana St.,88,,
12/10/2002,Kentucky,76,Tulane,60,,
12/10/2002,Nevada,63,Arizona St.,76,,
12/10/2002,UC Santa Barbara,60,California,67,,
12/10/2002,Montana,61,Washington St.,73,,
12/10/2002,San Jose St.,70,sacramento st.,72,,
12/10/2002,San Diego St.,64,Long Beach St.,55,,
12/11/2002,Yale,70,Holy Cross,66,N,"Hartford, CT"
12/11/2002,George Washington,68,Boston University,55,,
